"desc","zip","title"
"BRADFIELD RD & SUSQUEHANNA RD; ABINGTON; 2020-01-01 @ 00:04:06",19001,"Fire: FIRE ALARM"
"N SANATOGA RD & E HIGH ST; LOWER POTTSGROVE; 2020-01-25 @ 11:50:22",19464,"Traffic: HAZARDOUS ROAD CONDITIONS"
"TROOPER RD & CHESTNUT AVE; WEST NORRITON; 2020-01-25 @ 11:48:53",19403,"Traffic: HAZARDOUS ROAD CONDITIONS"
"PINE TREE RD & JACKSON DR; WHITEMARSH; 2020-01-25 @ 11:48:44",19444,"Traffic: HAZARDOUS ROAD CONDITIONS"
"BRYN MAWR AVE & W PRINCETON RD; LOWER MERION; 2020-01-25 @ 11:48:22",19004,"Traffic: HAZARDOUS ROAD CONDITIONS"
"SHEARER ST & HARPER LN; UPPER GWYNEDD; 2020-01-25 @ 11:47:38",19454,"Traffic: HAZARDOUS ROAD CONDITIONS"
"COMLY CIR & GAGE LN; UPPER GWYNEDD; 2020-01-25 @ 11:46:33",19454,"Traffic: HAZARDOUS ROAD CONDITIONS"
"N SANATOGA RD & E HIGH ST; LOWER POTTSGROVE; 2020-01-25 @ 11:53:10",19464,"Traffic: HAZARDOUS ROAD CONDITIONS"
"MAPLEWOOD DR & CHESTNUT LN;  HORSHAM; 2020-01-25 @ 11:52:00",19002,"EMS: FALL VICTIM"
"ALAN WOOD RD & SERVICE ROAD;  PLYMOUTH; 2020-01-25 @ 11:53:35",19428,"EMS: SEIZURES"
"CITY AVE & N 47TH ST; LOWER MERION; 2020-01-25 @ 11:55:50",19004,"Traffic: DISABLED VEHICLE"
"PENNSYLVANIA TPKE AND RAMP VIRGINIA DR TO I276 WB; UPPER DUBLIN; 2020-01-25 @ 11:54:53",NA,"Traffic: VEHICLE ACCIDENT"
"RT422  AND RAMP RT422 WB TO RT23; UPPER MERION; 2020-01-25 @ 11:52:23",NA,"Traffic: VEHICLE ACCIDENT"
"RT422  & RAMP RT422 WB TO RT23; UPPER MERION; 2020-01-25 @ 11:53:38",NA,"Traffic: VEHICLE ACCIDENT"
"PINE RD; LOWER MORELAND; 2020-01-25 @ 11:56:15",19006,"Fire: FIRE POLICE NEEDED"
"KNIGHT DR & ROYAL CT; LIMERICK; 2020-01-25 @ 11:57:17",19468,"Traffic: HAZARDOUS ROAD CONDITIONS"
"MORRIS RD & WISSAHICKON GREEN RIBBON TRL;  WHITEMARSH; 2020-01-25 @ 11:58:25",19454,"EMS: FRACTURE"
"BONNET LN & SPRING LN;  UPPER MORELAND; 2020-01-25 @ 12:00:51",19040,"EMS: UNCONSCIOUS SUBJECT"
"SCHUYLKILL EXPY & RAMP I76 WB TO S GULPH RD; UPPER MERION; 2020-01-25 @ 11:57:11",19406,"Traffic: HAZARDOUS ROAD CONDITIONS"
"SCHUYLKILL EXPY & RAMP I76 WB TO S GULPH RD; UPPER MERION; 2020-01-25 @ 11:58:03",19406,"Traffic: HAZARDOUS ROAD CONDITIONS"
"SKIPPACK PIKE & NORTH WALES RD; WHITPAIN; 2020-01-25 @ 11:58:06",19422,"Traffic: HAZARDOUS ROAD CONDITIONS"
"CITY AVE & GREENHILL LN; LOWER MERION; 2020-01-25 @ 11:58:22",19151,"Traffic: VEHICLE ACCIDENT"
"TROOPER RD & OAKLAND DR; WEST NORRITON; 2020-01-25 @ 11:48:53",19403,"Traffic: HAZARDOUS ROAD CONDITIONS"
"DETWILER RD; TOWAMENCIN; 2020-01-25 @ 12:02:47",19438,"Fire: GASODOR/LEAK"
"GLENWOOD AVE & S PARK AVE;  LOWER PROVIDENCE; 2020-01-25 @ 12:05:52",19403,"EMS: RESPIRATORY EMERGENCY"
"GRATERFORD RD & SCHOOL RD; LIMERICK; 2020-01-25 @ 12:04:30",19473,"Traffic: DISABLED VEHICLE"
"WELSH RD & NORTH WALES RD; MONTGOMERY; 2020-01-25 @ 12:05:04",19454,"Traffic: HAZARDOUS ROAD CONDITIONS"
"RIDGE ST & E MAIN ST; LANSDALE; 2020-01-25 @ 12:03:26",19446,"Traffic: VEHICLE ACCIDENT"
"BUCHERT RD & N KEIM ST; LOWER POTTSGROVE; 2020-01-25 @ 12:02:35",19464,"Traffic: HAZARDOUS ROAD CONDITIONS"
"LINE LEXINGTON RD & CLYMER RD; HATFIELD TOWNSHIP; 2020-01-25 @ 12:01:59",19440,"Traffic: HAZARDOUS ROAD CONDITIONS"
"SCHUYLKILL EXPY & RAMP BELMONT AVE TO I76 EB; LOWER MERION; 2020-01-25 @ 12:02:43",NA,"Traffic: HAZARDOUS ROAD CONDITIONS"
"HOFFMANSVILLE RD & CHURCH RD; NEW HANOVER; 2020-01-25 @ 12:03:38",18074,"Traffic: VEHICLE ACCIDENT"
"MCKEAN RD & LIMEKILN PIKE; HORSHAM; 2020-01-25 @ 12:09:24",19002,"Traffic: HAZARDOUS ROAD CONDITIONS"
"N PLEASANT VIEW RD & E HIGH ST; LOWER POTTSGROVE; 2020-01-25 @ 12:08:22",19464,"Traffic: HAZARDOUS ROAD CONDITIONS"
"HILLCREST RD & CONSHOHOCKEN STATE RD; LOWER MERION; 2020-01-25 @ 12:08:16",19072,"Fire: FIRE ALARM"
"GERMANTOWN PIKE & CHEMICAL RD; PLYMOUTH; 2020-01-25 @ 12:09:23",19462,"Fire: FIRE INVESTIGATION"
"SUSQUEHANNA RD & HUNTINGDON RD;  ABINGTON; 2020-01-25 @ 12:07:45",19046,"EMS: HEAD INJURY"
"W MARSHALL ST AND MARKLEY ST; NORRISTOWN; 2020-01-25 @ 12:10:34",19401,"Traffic: VEHICLE ACCIDENT"
"FORT WASHINGTON AVE & WELSH RD; HORSHAM; 2020-01-25 @ 12:08:00",19002,"Traffic: HAZARDOUS ROAD CONDITIONS"
"SCHUYLKILL EXPY & RAMP HOLLOW RD TO I76 EB; LOWER MERION; 2020-01-25 @ 12:02:43",NA,"Traffic: HAZARDOUS ROAD CONDITIONS"
"WELSH RD & NORTH WALES RD; MONTGOMERY; 2020-01-25 @ 12:12:22",19454,"Traffic: HAZARDOUS ROAD CONDITIONS"
"CARLISLE RD & BAILEY RD; SPRINGFIELD; 2020-01-25 @ 12:14:01",19038,"Traffic: HAZARDOUS ROAD CONDITIONS"
"FIELD  ; UPPER HANOVER; 2020-01-25 @ 12:15:05",NA,"Traffic: HAZARDOUS ROAD CONDITIONS"
"WELSH RD & TERRACE DR; UPPER DUBLIN; 2020-01-25 @ 12:11:29",19002,"Traffic: HAZARDOUS ROAD CONDITIONS"
"MARY WATERS FORD RD & SMITH DR; LOWER MERION; 2020-01-25 @ 12:15:05",19004,"Traffic: HAZARDOUS ROAD CONDITIONS"
"W BUTLER PIKE & NORRISTOWN RD; WHITPAIN; 2020-01-25 @ 12:19:37",19422,"Traffic: HAZARDOUS ROAD CONDITIONS"
"OLD GULPH RD & AIRDALE RD; LOWER MERION; 2020-01-25 @ 12:24:59",19010,"Fire: ELECTRICAL FIRE OUTSIDE"
"BETHLEHEM PIKE & PARK DR;  MONTGOMERY; 2020-01-25 @ 12:24:21",19454,"EMS: FEVER"
"HARLEYSVILLE PIKE & SCHLOSSER RD; LOWER SALFORD; 2020-01-25 @ 12:22:37",19438,"Traffic: HAZARDOUS ROAD CONDITIONS"
"SKIPPACK PIKE & SQUIRREL HILL RD; SKIPPACK; 2020-01-25 @ 12:24:47",19473,"Traffic: HAZARDOUS ROAD CONDITIONS"
"RACE ST & QUINTER ST; WEST POTTSGROVE; 2020-01-25 @ 12:28:52",19464,"Fire: FIRE INVESTIGATION"
"CITY AVE & MONUMENT RD;  LOWER MERION; 2020-01-25 @ 12:34:49",19131,"EMS: ALTERED MENTAL STATUS"
"KEITH VALLEY RD & DAVIS GROVE RD; HORSHAM; 2020-01-25 @ 12:31:16",19044,"Traffic: HAZARDOUS ROAD CONDITIONS"
"MILITIA HILL RD & STENTON AVE; WHITEMARSH; 2020-01-25 @ 12:32:22",19034,"Traffic: HAZARDOUS ROAD CONDITIONS"
"PHILMONT AVE & TOMLINSON RD; LOWER MORELAND; 2020-01-25 @ 12:34:56",19006,"Traffic: HAZARDOUS ROAD CONDITIONS"
"RAMP N GULPH RD TO I76 WB & RAMP RT202 SB TO I76 WB; UPPER MERION; 2020-01-25 @ 12:35:55",NA,"Traffic: HAZARDOUS ROAD CONDITIONS"
"HARLEYSVILLE PIKE & WHITTAKER WAY; LOWER SALFORD; 2020-01-25 @ 12:22:37",19438,"Traffic: HAZARDOUS ROAD CONDITIONS"
"RIDGE PIKE & FUTURA DR; LIMERICK; 2020-01-25 @ 12:37:51",19464,"Traffic: HAZARDOUS ROAD CONDITIONS"
"VALLEY GREEN RD & WISSAHICKON GREEN RIBBON TRL; WHITEMARSH; 2020-01-25 @ 12:37:28",19002,"Traffic: HAZARDOUS ROAD CONDITIONS"
"OLD FORTY FOOT RD & RITTENHOUSE RD; TOWAMENCIN; 2020-01-25 @ 12:37:40",19438,"Traffic: HAZARDOUS ROAD CONDITIONS"
"MAPLE AVE & CHESTNUT ST;  HATFIELD TOWNSHIP; 2020-01-25 @ 12:41:47",19440,"EMS: OVERDOSE"
"DEKALB PIKE & COLONIAL DR;  EAST NORRITON; 2020-01-25 @ 12:43:03",19401,"EMS: UNCONSCIOUS SUBJECT"
"KNOLL DR & FREDERICK RD;  LANSDALE; 2020-01-25 @ 12:43:33",19446,"EMS: UNRESPONSIVE SUBJECT"
"COUNTY LINE RD & TREWIGTOWN RD; HATFIELD TOWNSHIP; 2020-01-25 @ 12:42:54",19440,"Traffic: HAZARDOUS ROAD CONDITIONS"
"SUMNEYTOWN PIKE & KRIEBEL RD; TOWAMENCIN; 2020-01-25 @ 12:44:04",19446,"Traffic: HAZARDOUS ROAD CONDITIONS"
"BRIDLE RD & CUSTIS RD; CHELTENHAM; 2020-01-25 @ 12:50:21",19038,"Traffic: ROAD OBSTRUCTION"
"COUNTY LINE RD & NEW BRITAIN BLVD; HATFIELD TOWNSHIP; 2020-01-25 @ 12:42:54",18914,"Traffic: HAZARDOUS ROAD CONDITIONS"
"OLD ARCH RD & BIRCHWOOD DR;  EAST NORRITON; 2020-01-25 @ 12:51:02",19401,"EMS: RESPIRATORY EMERGENCY"
"RAMP N GULPH RD TO I76 WB & RAMP RT202 SB TO I76 WB; UPPER MERION; 2020-01-25 @ 12:55:08",NA,"Traffic: HAZARDOUS ROAD CONDITIONS"
"W MAIN ST & WATER ST; NORRISTOWN; 2020-01-25 @ 12:51:00",19401,"Traffic: HAZARDOUS ROAD CONDITIONS"
"SWAMP PIKE & LUTHERAN RD; NEW HANOVER; 2020-01-25 @ 12:54:44",19525,"Traffic: HAZARDOUS ROAD CONDITIONS"
"DAVISVILLE RD & PENNYPACK RD;  UPPER MORELAND; 2020-01-25 @ 12:52:38",19040,"EMS: RESPIRATORY EMERGENCY"
"HAMILTON ST & LIBERTY ST;  TELFORD; 2020-01-25 @ 12:53:51",18969,"EMS: UNRESPONSIVE SUBJECT"
"RUPERT RD & WOODGATE LN; LOWER POTTSGROVE; 2020-01-25 @ 12:54:16",19464,"Fire: FIRE INVESTIGATION"
"RIVER RD & HOLLOW RD; LOWER MERION; 2020-01-25 @ 13:01:22",19072,"Traffic: HAZARDOUS ROAD CONDITIONS"
"BEECH ST & N FRANKLIN ST; POTTSTOWN; 2020-01-25 @ 13:01:36",19464,"Traffic: ROAD OBSTRUCTION"
"OLD YORK RD & BAEDER RD;  ABINGTON; 2020-01-25 @ 13:14:37",19046,"EMS: CARDIAC EMERGENCY"
"GREENWOOD AVE & JENKINTOWN RD;  ABINGTON; 2020-01-25 @ 13:13:32",19046,"EMS: RESPIRATORY EMERGENCY"
"CHELTENHAM AVE & 79TH AVE;  CHELTENHAM; 2020-01-25 @ 13:12:39",19150,"EMS: SYNCOPAL EPISODE"
"CHESTNUT ST & N WARREN ST; POTTSTOWN; 2020-01-25 @ 13:17:47",19464,"Traffic: HAZARDOUS ROAD CONDITIONS"
"SHANNONDELL DR & SHANNONDELL BLVD;  LOWER PROVIDENCE; 2020-01-25 @ 13:22:08",19403,"EMS: MEDICAL ALERT ALARM"
"W BUTLER PIKE & SKIPPACK PIKE; WHITPAIN; 2020-01-25 @ 13:26:52",19002,"Traffic: HAZARDOUS ROAD CONDITIONS"
"LIMEKILN PIKE & HORSHAM RD; HORSHAM; 2020-01-25 @ 13:27:52",19002,"Traffic: HAZARDOUS ROAD CONDITIONS"
"YORK RD & VISTA RD; JENKINTOWN; 2020-01-25 @ 13:29:32",19046,"Traffic: HAZARDOUS ROAD CONDITIONS"
"SHANNONDELL DR & SHANNONDELL BLVD; LOWER PROVIDENCE; 2020-01-25 @ 13:35:11",19403,"Fire: ELEVATOR EMERGENCY"
"MASONS MILL RD & BUTTONWOOD LN; BRYN ATHYN; 2020-01-25 @ 13:34:42",19006,"Traffic: HAZARDOUS ROAD CONDITIONS"
"YORK RD & HILLSIDE AVE; JENKINTOWN; 2020-01-25 @ 13:29:32",19046,"Traffic: HAZARDOUS ROAD CONDITIONS"
"HIGH ST & N WASHINGTON ST; POTTSTOWN; 2020-01-25 @ 13:32:48",19464,"Traffic: ROAD OBSTRUCTION"
"GLEN FARMS DR AND E 9TH AVE;  COLLEGEVILLE; 2020-01-25 @ 13:36:42",19426,"EMS: CVA/STROKE"
"BURN BRAE DR & GLENBURNIE LN;  UPPER DUBLIN; 2020-01-25 @ 13:40:06",19025,"EMS: GENERAL WEAKNESS"
"TROOPER RD & TURN LANE; WEST NORRITON; 2020-01-25 @ 13:38:30",NA,"Traffic: DISABLED VEHICLE"
"HARRINGTON WAY & MELBOURNE WAY;  FRANCONIA; 2020-01-25 @ 13:43:01",18964,"EMS: CVA/STROKE"
"UPPER MAINLAND RD & BUNTON RD; LOWER SALFORD; 2020-01-25 @ 13:46:10",19438,"Traffic: ROAD OBSTRUCTION"
"MAIN ST & W BUTLER AVE;  AMBLER; 2020-01-25 @ 13:53:27",19002,"EMS: GENERAL WEAKNESS"
"HOLT LN & RHOADES DR; LOWER MORELAND; 2020-01-25 @ 13:55:33",19006,"Traffic: HAZARDOUS ROAD CONDITIONS"
"MARKLEY RD & W 3RD ST; UPPER HANOVER; 2020-01-25 @ 13:59:31",18073,"Traffic: HAZARDOUS ROAD CONDITIONS"
"MATSONFORD RD & FRONT ST; WEST CONSHOHOCKEN; 2020-01-25 @ 13:56:00",19428,"Traffic: HAZARDOUS ROAD CONDITIONS"
"RAMP I76 EB TO I476  & RAMP MATSONSFORD RD TO I476 SB; LOWER MERION; 2020-01-25 @ 14:01:50",NA,"Traffic: VEHICLE ACCIDENT"
"ELYSIA LN & AUDUBON RD;  LOWER PROVIDENCE; 2020-01-25 @ 14:02:24",19403,"EMS: GENERAL WEAKNESS"
"IVY LN & N KEIM ST; LOWER POTTSGROVE; 2020-01-25 @ 14:02:49",19464,"Fire: FIRE ALARM"
"N PLEASANT VIEW RD & E HIGH ST; LOWER POTTSGROVE; 2020-01-25 @ 14:06:18",19464,"Traffic: HAZARDOUS ROAD CONDITIONS"
"SHEEP HILL RD;  CHESTER COUNTY; 2020-01-25 @ 14:09:12",19465,"EMS: VEHICLE ACCIDENT"
"HIGH ST & N WASHINGTON ST; POTTSTOWN; 2020-01-25 @ 14:10:12",19464,"Traffic: ROAD OBSTRUCTION"
"SHEEP HILL RD & W CEDARVILLE RD; CHESTER COUNTY; 2020-01-25 @ 14:09:29",19465,"Traffic: VEHICLE ACCIDENT"
"LEVEL RD & KIM RD;  LOWER PROVIDENCE; 2020-01-25 @ 14:12:15",19426,"EMS: BACK PAINS/INJURY"
"HIGH ST & ALLISON DR;  LOWER POTTSGROVE; 2020-01-25 @ 14:14:49",19464,"EMS: CARDIAC EMERGENCY"
"SHEEP HILL RD & W CEDARVILLE RD;  CHESTER COUNTY; 2020-01-25 @ 14:09:12",19465,"EMS: VEHICLE ACCIDENT"
"PLYMOUTH RD & RITTENHOUSE SQ; PLYMOUTH; 2020-01-25 @ 14:20:21",19462,"Fire: VEHICLE FIRE"
"PLYMOUTH RD & RITTENHOUSE SQ; PLYMOUTH; 2020-01-25 @ 14:20:14",19462,"Traffic: VEHICLE FIRE"
"HUNTINGDON PIKE & OLD HUNTINGDON PIKE;  ABINGTON; 2020-01-25 @ 14:23:46",19046,"EMS: MEDICAL ALERT ALARM"
"MARSHALL ST & GEORGE ST;  NORRISTOWN; 2020-01-25 @ 14:26:30",19401,"EMS: UNCONSCIOUS SUBJECT"
"HESTON AVE & MILL RD; WEST NORRITON; 2020-01-25 @ 14:37:32",19403,"Fire: GASODOR/LEAK"
"OLD LANCASTER RD & MELROSE AVE; LOWER MERION; 2020-01-25 @ 14:44:54",19004,"Traffic: ROAD OBSTRUCTION"
"WASHINGTON ST & LAUREL ST; POTTSTOWN; 2020-01-25 @ 14:41:38",19464,"Fire: FIRE INVESTIGATION"
"SCHOOL ST & 8TH AVE;  COLLEGEVILLE; 2020-01-25 @ 14:59:59",19426,"EMS: FALL VICTIM"
"LODGES LN & WEST AVE; CHELTENHAM; 2020-01-25 @ 14:57:56",19027,"Traffic: HAZARDOUS ROAD CONDITIONS"
"PHILMONT AVE; LOWER MORELAND; 2020-01-25 @ 11:56:15",19006,"Fire: FIRE POLICE NEEDED"
"WASHINGTON LN & W CHURCH RD; CHELTENHAM; 2020-01-25 @ 15:05:00",19095,"Traffic: DISABLED VEHICLE"
"MASONS MILL RD & BUTTONWOOD LN; UPPER MORELAND; 2020-01-25 @ 15:04:16",19006,"Traffic: HAZARDOUS ROAD CONDITIONS"
"FOX RUN RD & HEARTHSTONE RD;  UPPER MERION; 2020-01-25 @ 15:06:32",19406,"EMS: FALL VICTIM"
"COLLEGE DR & W HIGH ST; POTTSTOWN; 2020-01-25 @ 15:10:13",19464,"Traffic: HAZARDOUS ROAD CONDITIONS"
"STENTON AVE & W MILL RD; WHITEMARSH; 2020-01-25 @ 15:11:49",19031,"Traffic: HAZARDOUS ROAD CONDITIONS"
"YORK RD & E MORELAND AVE;  HATBORO; 2020-01-25 @ 15:17:30",19040,"EMS: UNKNOWN MEDICAL EMERGENCY"
"WASHINGTON LN & MAPLE AVE; CHELTENHAM; 2020-01-25 @ 15:05:00",19095,"Traffic: DISABLED VEHICLE"
"PENNSYLVANIA TPKE & DEAD END; CHESTER COUNTY; 2020-01-25 @ 15:22:36",NA,"Traffic: DISABLED VEHICLE"
"BLAIR MILL RD & ALISON RD; HORSHAM; 2020-01-25 @ 15:23:30",19044,"Traffic: DISABLED VEHICLE"
"WOODLAND RD & THOMSON RD;  ABINGTON; 2020-01-25 @ 15:30:28",19001,"EMS: GENERAL WEAKNESS"
"DEKALB ST & CARRIAGE LN;  NORRISTOWN; 2020-01-25 @ 15:27:57",19401,"EMS: ANIMAL BITE"
"CAMP HILL RD & BETHLEHEM PIKE; WHITEMARSH; 2020-01-25 @ 15:27:19",19034,"Traffic: HAZARDOUS ROAD CONDITIONS"
"S GROSSTOWN RD & W HIGH ST; WEST POTTSGROVE; 2020-01-25 @ 15:31:00",19464,"Traffic: VEHICLE ACCIDENT"
"LANCASTER AVE & LANKENAU DR;  LOWER MERION; 2020-01-25 @ 15:33:13",19096,"EMS: FALL VICTIM"
"S GROSSTOWN RD;  WEST POTTSGROVE; 2020-01-25 @ 15:38:01",19464,"EMS: VEHICLE ACCIDENT"
"S GROSSTOWN RD; WEST POTTSGROVE; 2020-01-25 @ 15:37:55",19464,"Fire: VEHICLE ACCIDENT"
"BRIDLE RD & CUSTIS RD; CHELTENHAM; 2020-01-25 @ 15:36:31",19038,"Traffic: ROAD OBSTRUCTION"
"SHELLY RD & OLD SKIPPACK RD;  UPPER SALFORD; 2020-01-25 @ 15:39:12",19473,"EMS: OVERDOSE"
"MALL BLVD;  UPPER MERION; 2020-01-25 @ 15:42:08",19406,"EMS: DIABETIC EMERGENCY"
"CALDER WAY & BERMAN CT;  UPPER PROVIDENCE; 2020-01-25 @ 15:53:34",19460,"EMS: CARDIAC EMERGENCY"
"SHANNONDELL DR & SHANNONDELL BLVD;  LOWER PROVIDENCE; 2020-01-25 @ 15:54:12",19403,"EMS: FALL VICTIM"
"PRESTON RD; SPRINGFIELD; 2020-01-25 @ 15:55:47",NA,"Fire: WOODS/FIELD FIRE"
"WALNUT ST & S LEWIS RD; ROYERSFORD; 2020-01-25 @ 15:55:30",19468,"Traffic: VEHICLE ACCIDENT"
"BIRCH DR & RIDGE PIKE; WHITEMARSH; 2020-01-25 @ 15:54:59",19444,"Traffic: DISABLED VEHICLE"
"PRESTON RD & PAPER MILL RD; SPRINGFIELD; 2020-01-25 @ 15:55:47",19038,"Fire: WOODS/FIELD FIRE"
"CREAMERY RD & HUNSICKER RD; FRANCONIA; 2020-01-25 @ 16:02:39",18969,"Traffic: ROAD OBSTRUCTION"
"PRESTON RD & PAPER MILL RD; SPRINGFIELD; 2020-01-25 @ 16:08:58",19038,"Fire: WOODS/FIELD FIRE"
"PAPER MILL RD & CHELTENHAM AVE;  SPRINGFIELD; 2020-01-25 @ 16:10:27",19038,"EMS: EMS SPECIAL SERVICE"
"EASTON RD & W GLENSIDE AVE; CHELTENHAM; 2020-01-25 @ 16:18:38",19038,"Fire: BUILDING FIRE"
"UNION MEETING RD & JOLLY RD; WHITPAIN; 2020-01-25 @ 16:16:48",19422,"Traffic: DISABLED VEHICLE"
"LINDENWOLD AVE & POPLAR ST;  AMBLER; 2020-01-25 @ 16:28:01",19002,"EMS: UNCONSCIOUS SUBJECT"
"UPPER INDIAN HEAD RD & PERKIOMEN TRL; UPPER PROVIDENCE; 2020-01-25 @ 16:34:13",19426,"Traffic: HAZARDOUS ROAD CONDITIONS"
"PATANE AVE & RESERVOIR AVE; ABINGTON; 2020-01-25 @ 16:33:20",19001,"Traffic: VEHICLE ACCIDENT"
"UPPER INDIAN HEAD RD & PERKIOMEN TRL; UPPER PROVIDENCE; 2020-01-25 @ 16:29:43",19426,"Traffic: HAZARDOUS ROAD CONDITIONS"
"KING ST & N YORK ST;  POTTSTOWN; 2020-01-25 @ 16:37:11",19464,"EMS: CARDIAC EMERGENCY"
"PRUSS HILL RD & MASTERS DR; LIMERICK; 2020-01-25 @ 16:37:37",19464,"Traffic: ROAD OBSTRUCTION"
"JASON DR & OAKWOOD DR;  UPPER MORELAND; 2020-01-25 @ 16:41:11",19006,"EMS: RESPIRATORY EMERGENCY"
"BETHLEHEM PIKE & VILSMEIER RD; MONTGOMERY; 2020-01-25 @ 16:42:40",19454,"Fire: VEHICLE LEAKING FUEL"
"BETHLEHEM PIKE & VILSMEIER RD; MONTGOMERY; 2020-01-25 @ 16:42:38",19454,"Traffic: VEHICLE LEAKING FUEL"
"NEW MARKET DR & CREEKSIDE DR;  FRANCONIA; 2020-01-25 @ 16:49:14",18964,"EMS: FALL VICTIM"
"HIGH ST & S EVANS ST;  POTTSTOWN; 2020-01-25 @ 16:46:20",19464,"EMS: BACK PAINS/INJURY"
"N ADAMS ST & BUCHERT RD; LOWER POTTSGROVE; 2020-01-25 @ 16:47:51",19464,"Traffic: DISABLED VEHICLE"
"DEKALB PIKE & N GULPH RD; UPPER MERION; 2020-01-25 @ 16:50:26",19406,"Traffic: VEHICLE ACCIDENT"
"KING ST & N YORK ST; POTTSTOWN; 2020-01-25 @ 16:51:31",19464,"Fire: FIRE SPECIAL SERVICE"
"LOMBARDY DR & NORWAY DR;  LANSDALE; 2020-01-25 @ 16:54:17",19446,"EMS: CVA/STROKE"
"ALDERFER RD & MAIN ST; LOWER SALFORD; 2020-01-25 @ 16:53:20",19438,"Traffic: HAZARDOUS ROAD CONDITIONS"
"N BETHLEHEM PIKE & NORRISTOWN RD; LOWER GWYNEDD; 2020-01-25 @ 17:00:46",19002,"Traffic: DISABLED VEHICLE"
"RT100 NB & W KING ST; POTTSTOWN; 2020-01-25 @ 16:58:31",19464,"Traffic: VEHICLE ACCIDENT"
"BETHLEHEM PIKE & WELSH RD; HORSHAM; 2020-01-25 @ 17:05:02",19454,"Traffic: VEHICLE ACCIDENT"
"ADAMS ST & WOODLAND DR; LOWER POTTSGROVE; 2020-01-25 @ 16:47:51",19464,"Traffic: DISABLED VEHICLE"
"BETHLEHEM PIKE & WELSH RD; HORSHAM; 2020-01-25 @ 17:07:38",19454,"Traffic: VEHICLE ACCIDENT"
"DEKALB PIKE & CONNECTING ROAD;  UPPER MERION; 2020-01-25 @ 17:06:59",NA,"EMS: ALLERGIC REACTION"
"CITY AVE & CONSHOHOCKEN AVE;  LOWER MERION; 2020-01-25 @ 17:14:16",19131,"EMS: VEHICLE ACCIDENT"
"CITY AVE & CONSHOHOCKEN AVE; LOWER MERION; 2020-01-25 @ 17:09:08",19131,"Traffic: VEHICLE ACCIDENT"
"MAIN ST & HIGHLAND RD;  LANSDALE; 2020-01-25 @ 17:15:03",19446,"EMS: UNCONSCIOUS SUBJECT"
"E CITY AVE;  LOWER MERION; 2020-01-25 @ 17:14:16",NA,"EMS: VEHICLE ACCIDENT"
"MOKYCHIC RD & PRISON RD;  SKIPPACK; 2020-01-25 @ 17:12:46",19403,"EMS: OVERDOSE"
"VALLEY CT & 10TH ST;  PENNSBURG; 2020-01-25 @ 17:12:08",18073,"EMS: SEIZURES"
"E CITY AVE & BELMONT AVE; LOWER MERION; 2020-01-25 @ 17:09:08",19004,"Traffic: VEHICLE ACCIDENT"
"N BETHLEHEM PIKE & W WELSH RD; LOWER GWYNEDD; 2020-01-25 @ 17:05:02",19454,"Traffic: VEHICLE ACCIDENT"
"N BETHLEHEM PIKE & W WELSH RD; LOWER GWYNEDD; 2020-01-25 @ 17:07:38",19454,"Traffic: VEHICLE ACCIDENT"
"OLD SCHUYLKILL RD & CONNECTING ROAD;  CHESTER COUNTY; 2020-01-25 @ 17:25:07",19087,"EMS: ALTERED MENTAL STATUS"
"MARKLEY ST;  NORRISTOWN; 2020-01-25 @ 17:22:17",19401,"EMS: RESPIRATORY EMERGENCY"
"MAIN ST & BARBADOES ST; NORRISTOWN; 2020-01-25 @ 17:22:53",19401,"Fire: FIRE ALARM"
"PORT INDIAN RD & S SCHUYLKILL AVE; WEST NORRITON; 2020-01-25 @ 17:28:05",19403,"Traffic: HAZARDOUS ROAD CONDITIONS"
"BETHLEHEM PIKE & MONTGOMERY AVE; SPRINGFIELD; 2020-01-25 @ 17:33:28",19038,"Traffic: VEHICLE ACCIDENT"
"N BETHLEHEM PIKE & LOWER STATE RD; LOWER GWYNEDD; 2020-01-25 @ 17:07:38",19002,"Traffic: VEHICLE ACCIDENT"
"E AIRY ST;  NORRISTOWN; 2020-01-25 @ 17:46:57",19401,"EMS: VEHICLE ACCIDENT"
"E AIRY ST & DEKALB ST; NORRISTOWN; 2020-01-25 @ 17:45:10",19401,"Traffic: VEHICLE ACCIDENT"
"BETHLEHEM PIKE & TENNIS AVE;  AMBLER; 2020-01-25 @ 17:50:52",19002,"EMS: SUBJECT IN PAIN"
"DEKALB ST;  NORRISTOWN; 2020-01-25 @ 17:46:57",NA,"EMS: VEHICLE ACCIDENT"
"DEKALB ST & E MARSHALL ST; NORRISTOWN; 2020-01-25 @ 17:45:10",19401,"Traffic: VEHICLE ACCIDENT"
"SKIPPACK PIKE & GREEN HILL RD; WORCESTER; 2020-01-25 @ 17:47:05",19446,"Traffic: VEHICLE ACCIDENT"
"SHOEMAKER RD & W KING ST; POTTSTOWN; 2020-01-25 @ 17:55:19",19464,"Traffic: DISABLED VEHICLE"
"WALNUT ST & SUMMIT AVE; JENKINTOWN; 2020-01-25 @ 17:55:00",19046,"Traffic: VEHICLE ACCIDENT"
"CHELTENHAM AVE;  CHELTENHAM; 2020-01-25 @ 18:05:33",NA,"EMS: VEHICLE ACCIDENT"
"N GULPH RD;  UPPER MERION; 2020-01-25 @ 18:01:50",NA,"EMS: VEHICLE ACCIDENT"
