"","X","desc","zip","title","address","towns","dt","date","time","responder","reason"
"9568",9568,"SUMMIT DR & PARK AVE; DELAWARE COUNTY; 2020-01-24 @ 21:29:56",19010,"Fire: FIRE ALARM","SUMMIT DR & PARK AVE"," DELAWARE COUNTY"," 2020-01-24 @ 21:29:56"," 2020-01-24 "," 21:29:56","Fire"," FIRE ALARM"
"9569",9569,"PENNCO RD & STATION AVE;  UPPER PROVIDENCE; 2020-01-24 @ 21:35:35",19460,"EMS: FRACTURE","PENNCO RD & STATION AVE","  UPPER PROVIDENCE"," 2020-01-24 @ 21:35:35"," 2020-01-24 "," 21:35:35","EMS"," FRACTURE"
"9570",9570,"EVERGREEN RD & W LIGHTCAP RD;  LOWER POTTSGROVE; 2020-01-24 @ 21:32:08",19464,"EMS: SUBJECT IN PAIN","EVERGREEN RD & W LIGHTCAP RD","  LOWER POTTSGROVE"," 2020-01-24 @ 21:32:08"," 2020-01-24 "," 21:32:08","EMS"," SUBJECT IN PAIN"
"9571",9571,"SCHWAB RD & MOYER RD; HATFIELD TOWNSHIP; 2020-01-24 @ 21:32:05",19440,"Traffic: VEHICLE ACCIDENT","SCHWAB RD & MOYER RD"," HATFIELD TOWNSHIP"," 2020-01-24 @ 21:32:05"," 2020-01-24 "," 21:32:05","Traffic"," VEHICLE ACCIDENT"
"9572",9572,"ROCKWELL RD & MYRTLEWOOD AVE;  ABINGTON; 2020-01-24 @ 21:44:12",19001,"EMS: VEHICLE ACCIDENT","ROCKWELL RD & MYRTLEWOOD AVE","  ABINGTON"," 2020-01-24 @ 21:44:12"," 2020-01-24 "," 21:44:12","EMS"," VEHICLE ACCIDENT"
"9573",9573,"NORRISTOWN RD & MCKEAN RD; LOWER GWYNEDD; 2020-01-24 @ 21:44:45",19002,"Fire: FIRE ALARM","NORRISTOWN RD & MCKEAN RD"," LOWER GWYNEDD"," 2020-01-24 @ 21:44:45"," 2020-01-24 "," 21:44:45","Fire"," FIRE ALARM"
"9574",9574,"GERMANTOWN PIKE & BRIDLE PATH RD;  EAST NORRITON; 2020-01-24 @ 21:45:19",19403,"EMS: ABDOMINAL PAINS","GERMANTOWN PIKE & BRIDLE PATH RD","  EAST NORRITON"," 2020-01-24 @ 21:45:19"," 2020-01-24 "," 21:45:19","EMS"," ABDOMINAL PAINS"
"9575",9575,"DEMPSEY LN & SOMERS RD;  LOWER MORELAND; 2020-01-24 @ 21:43:47",19006,"EMS: ALTERED MENTAL STATUS","DEMPSEY LN & SOMERS RD","  LOWER MORELAND"," 2020-01-24 @ 21:43:47"," 2020-01-24 "," 21:43:47","EMS"," ALTERED MENTAL STATUS"
"9576",9576,"4TH ST & ERIE AVE;  TELFORD; 2020-01-24 @ 21:52:08",18969,"EMS: MATERNITY","4TH ST & ERIE AVE","  TELFORD"," 2020-01-24 @ 21:52:08"," 2020-01-24 "," 21:52:08","EMS"," MATERNITY"
"9577",9577,"RAMP RT100 NB TO FARMINGTON AVE & FARMINGTON AVE; UPPER POTTSGROVE; 2020-01-24 @ 21:50:56",19464,"Traffic: DISABLED VEHICLE","RAMP RT100 NB TO FARMINGTON AVE & FARMINGTON AVE"," UPPER POTTSGROVE"," 2020-01-24 @ 21:50:56"," 2020-01-24 "," 21:50:56","Traffic"," DISABLED VEHICLE"
"9578",9578,"MARSHALL ST & CORSON ST;  NORRISTOWN; 2020-01-24 @ 22:00:06",19401,"EMS: SEIZURES","MARSHALL ST & CORSON ST","  NORRISTOWN"," 2020-01-24 @ 22:00:06"," 2020-01-24 "," 22:00:06","EMS"," SEIZURES"
"9579",9579,"RUPERT RD;  LIMERICK; 2020-01-24 @ 22:04:34",19464,"EMS: HEAD INJURY","RUPERT RD","  LIMERICK"," 2020-01-24 @ 22:04:34"," 2020-01-24 "," 22:04:34","EMS"," HEAD INJURY"
"9580",9580,"GERMANTOWN PIKE & LAUNFALL RD;  PLYMOUTH; 2020-01-24 @ 22:09:39",19462,"EMS: HEAD INJURY","GERMANTOWN PIKE & LAUNFALL RD","  PLYMOUTH"," 2020-01-24 @ 22:09:39"," 2020-01-24 "," 22:09:39","EMS"," HEAD INJURY"
"9581",9581,"SUMMIT DR & PARK AVE; DELAWARE COUNTY; 2020-01-24 @ 22:13:40",19010,"Fire: BUILDING FIRE","SUMMIT DR & PARK AVE"," DELAWARE COUNTY"," 2020-01-24 @ 22:13:40"," 2020-01-24 "," 22:13:40","Fire"," BUILDING FIRE"
"9582",9582,"1ST AVE & FREEDOM DR;  UPPER MERION; 2020-01-24 @ 22:15:16",19406,"EMS: UNCONSCIOUS SUBJECT","1ST AVE & FREEDOM DR","  UPPER MERION"," 2020-01-24 @ 22:15:16"," 2020-01-24 "," 22:15:16","EMS"," UNCONSCIOUS SUBJECT"
"9583",9583,"HAWS AVE & W ELM ST;  NORRISTOWN; 2020-01-24 @ 22:20:06",19401,"EMS: DIABETIC EMERGENCY","HAWS AVE & W ELM ST","  NORRISTOWN"," 2020-01-24 @ 22:20:06"," 2020-01-24 "," 22:20:06","EMS"," DIABETIC EMERGENCY"
"9584",9584,"TOBY LEECH DR & DIXON RD;  CHELTENHAM; 2020-01-24 @ 22:19:39",19027,"EMS: FEVER","TOBY LEECH DR & DIXON RD","  CHELTENHAM"," 2020-01-24 @ 22:19:39"," 2020-01-24 "," 22:19:39","EMS"," FEVER"
"9585",9585,"MAPLE AVE & CHESTNUT ST; HATFIELD TOWNSHIP; 2020-01-24 @ 22:22:00",19440,"Fire: FIRE ALARM","MAPLE AVE & CHESTNUT ST"," HATFIELD TOWNSHIP"," 2020-01-24 @ 22:22:00"," 2020-01-24 "," 22:22:00","Fire"," FIRE ALARM"
"9586",9586,"LAFAYETTE ST & JAMISON ALY;  NORRISTOWN; 2020-01-24 @ 22:24:47",19401,"EMS: RESPIRATORY EMERGENCY","LAFAYETTE ST & JAMISON ALY","  NORRISTOWN"," 2020-01-24 @ 22:24:47"," 2020-01-24 "," 22:24:47","EMS"," RESPIRATORY EMERGENCY"
"9587",9587,"ROSE LN & LINK RD;  LOWER MERION; 2020-01-24 @ 22:35:10",19041,"EMS: OVERDOSE","ROSE LN & LINK RD","  LOWER MERION"," 2020-01-24 @ 22:35:10"," 2020-01-24 "," 22:35:10","EMS"," OVERDOSE"
"9588",9588,"HECTOR ST & ASH ST; CONSHOHOCKEN; 2020-01-24 @ 22:34:27",19428,"Fire: CARBON MONOXIDE DETECTOR","HECTOR ST & ASH ST"," CONSHOHOCKEN"," 2020-01-24 @ 22:34:27"," 2020-01-24 "," 22:34:27","Fire"," CARBON MONOXIDE DETECTOR"
"9589",9589,"BEAN RD & NORTH WALES RD; WORCESTER; 2020-01-24 @ 22:54:08",19422,"Traffic: VEHICLE ACCIDENT","BEAN RD & NORTH WALES RD"," WORCESTER"," 2020-01-24 @ 22:54:08"," 2020-01-24 "," 22:54:08","Traffic"," VEHICLE ACCIDENT"
"9590",9590,"SHANNONDELL DR & SHANNONDELL BLVD;  LOWER PROVIDENCE; 2020-01-24 @ 23:00:38",19403,"EMS: MEDICAL ALERT ALARM","SHANNONDELL DR & SHANNONDELL BLVD","  LOWER PROVIDENCE"," 2020-01-24 @ 23:00:38"," 2020-01-24 "," 23:00:38","EMS"," MEDICAL ALERT ALARM"
"9591",9591,"SUSQUEHANNA RD & HUNTINGDON RD;  ABINGTON; 2020-01-24 @ 23:00:08",19046,"EMS: HEAD INJURY","SUSQUEHANNA RD & HUNTINGDON RD","  ABINGTON"," 2020-01-24 @ 23:00:08"," 2020-01-24 "," 23:00:08","EMS"," HEAD INJURY"
"9592",9592,"7TH ST & MILL ST;  BRIDGEPORT; 2020-01-24 @ 22:59:42",19405,"EMS: MATERNITY","7TH ST & MILL ST","  BRIDGEPORT"," 2020-01-24 @ 22:59:42"," 2020-01-24 "," 22:59:42","EMS"," MATERNITY"
"9593",9593,"W GERMANTOWN PIKE & PLYMOUTH RD; PLYMOUTH; 2020-01-24 @ 22:56:45",19462,"Traffic: DISABLED VEHICLE","W GERMANTOWN PIKE & PLYMOUTH RD"," PLYMOUTH"," 2020-01-24 @ 22:56:45"," 2020-01-24 "," 22:56:45","Traffic"," DISABLED VEHICLE"
"9594",9594,"TWIN SILO DR & MORRIS RD;  WHITPAIN; 2020-01-24 @ 23:04:06",19422,"EMS: SYNCOPAL EPISODE","TWIN SILO DR & MORRIS RD","  WHITPAIN"," 2020-01-24 @ 23:04:06"," 2020-01-24 "," 23:04:06","EMS"," SYNCOPAL EPISODE"
"9595",9595,"RT422  & RAMP RT29 TO RT422 EB; UPPER PROVIDENCE; 2020-01-24 @ 23:12:33",NA,"Traffic: VEHICLE ACCIDENT","RT422  & RAMP RT29 TO RT422 EB"," UPPER PROVIDENCE"," 2020-01-24 @ 23:12:33"," 2020-01-24 "," 23:12:33","Traffic"," VEHICLE ACCIDENT"
"9596",9596,"LEVEL RD & HODES AVE;  LOWER PROVIDENCE; 2020-01-24 @ 23:18:23",19426,"EMS: LACERATIONS","LEVEL RD & HODES AVE","  LOWER PROVIDENCE"," 2020-01-24 @ 23:18:23"," 2020-01-24 "," 23:18:23","EMS"," LACERATIONS"
"9597",9597,"HAVERFORD AVE & HAMPDEN AVE; NARBERTH; 2020-01-24 @ 23:21:48",19072,"Fire: CARBON MONOXIDE DETECTOR","HAVERFORD AVE & HAMPDEN AVE"," NARBERTH"," 2020-01-24 @ 23:21:48"," 2020-01-24 "," 23:21:48","Fire"," CARBON MONOXIDE DETECTOR"
"9598",9598,"RT422  & RAMP RT29 TO RT422 EB;  UPPER PROVIDENCE; 2020-01-24 @ 23:30:44",NA,"EMS: VEHICLE ACCIDENT","RT422  & RAMP RT29 TO RT422 EB","  UPPER PROVIDENCE"," 2020-01-24 @ 23:30:44"," 2020-01-24 "," 23:30:44","EMS"," VEHICLE ACCIDENT"
"9599",9599,"RT422  & RAMP RT29 TO RT422 EB; UPPER PROVIDENCE; 2020-01-24 @ 23:30:28",NA,"Fire: VEHICLE ACCIDENT","RT422  & RAMP RT29 TO RT422 EB"," UPPER PROVIDENCE"," 2020-01-24 @ 23:30:28"," 2020-01-24 "," 23:30:28","Fire"," VEHICLE ACCIDENT"
"9600",9600,"BRIDGE RD & SERENDIPITY WAY;  SKIPPACK; 2020-01-24 @ 23:34:48",19473,"EMS: EMS SPECIAL SERVICE","BRIDGE RD & SERENDIPITY WAY","  SKIPPACK"," 2020-01-24 @ 23:34:48"," 2020-01-24 "," 23:34:48","EMS"," EMS SPECIAL SERVICE"
"9601",9601,"COVENTRY AVE & GAYL RD; CHELTENHAM; 2020-01-24 @ 23:46:15",19012,"Fire: FIRE ALARM","COVENTRY AVE & GAYL RD"," CHELTENHAM"," 2020-01-24 @ 23:46:15"," 2020-01-24 "," 23:46:15","Fire"," FIRE ALARM"
"9602",9602,"WELSH RD & CARLSON DR;  UPPER MORELAND; 2020-01-24 @ 23:50:28",19090,"EMS: SUBJECT IN PAIN","WELSH RD & CARLSON DR","  UPPER MORELAND"," 2020-01-24 @ 23:50:28"," 2020-01-24 "," 23:50:28","EMS"," SUBJECT IN PAIN"
"9603",9603,"BUTTONWOOD ST & MYRTLE ST;  POTTSTOWN; 2020-01-24 @ 23:57:18",19464,"EMS: RESPIRATORY EMERGENCY","BUTTONWOOD ST & MYRTLE ST","  POTTSTOWN"," 2020-01-24 @ 23:57:18"," 2020-01-24 "," 23:57:18","EMS"," RESPIRATORY EMERGENCY"
"9604",9604,"RT422  & RAMP RT29 TO RT422 EB; UPPER PROVIDENCE; 2020-01-25 @ 00:01:59",NA,"Traffic: VEHICLE ACCIDENT","RT422  & RAMP RT29 TO RT422 EB"," UPPER PROVIDENCE"," 2020-01-25 @ 00:01:59"," 2020-01-25 "," 00:01:59","Traffic"," VEHICLE ACCIDENT"
"9605",9605,"PIERCE ST & UNNAMED ALY;  LANSDALE; 2020-01-25 @ 00:04:01",NA,"EMS: SUBJECT IN PAIN","PIERCE ST & UNNAMED ALY","  LANSDALE"," 2020-01-25 @ 00:04:01"," 2020-01-25 "," 00:04:01","EMS"," SUBJECT IN PAIN"
"9606",9606,"ALBEMARLE DR & NOTTOWAY DR;  LOWER GWYNEDD; 2020-01-25 @ 00:07:28",19422,"EMS: DIZZINESS","ALBEMARLE DR & NOTTOWAY DR","  LOWER GWYNEDD"," 2020-01-25 @ 00:07:28"," 2020-01-25 "," 00:07:28","EMS"," DIZZINESS"
"9607",9607,"SUSQUEHANNA RD & CUMBERLAND RD;  ABINGTON; 2020-01-25 @ 00:30:37",19001,"EMS: FALL VICTIM","SUSQUEHANNA RD & CUMBERLAND RD","  ABINGTON"," 2020-01-25 @ 00:30:37"," 2020-01-25 "," 00:30:37","EMS"," FALL VICTIM"
"9608",9608,"BYBERRY RD & SHORT LN; UPPER MORELAND; 2020-01-25 @ 00:27:41",19040,"Traffic: DISABLED VEHICLE","BYBERRY RD & SHORT LN"," UPPER MORELAND"," 2020-01-25 @ 00:27:41"," 2020-01-25 "," 00:27:41","Traffic"," DISABLED VEHICLE"
"9609",9609,"IVY HILL RD & BAYARD ST;  SPRINGFIELD; 2020-01-25 @ 00:33:17",19150,"EMS: HEMORRHAGING","IVY HILL RD & BAYARD ST","  SPRINGFIELD"," 2020-01-25 @ 00:33:17"," 2020-01-25 "," 00:33:17","EMS"," HEMORRHAGING"
"9610",9610,"WASHINGTON LN & WISTAR DR; CHELTENHAM; 2020-01-25 @ 00:37:05",19027,"Traffic: VEHICLE ACCIDENT","WASHINGTON LN & WISTAR DR"," CHELTENHAM"," 2020-01-25 @ 00:37:05"," 2020-01-25 "," 00:37:05","Traffic"," VEHICLE ACCIDENT"
"9611",9611,"BETHLEHEM PIKE & KNAPP RD;  MONTGOMERY; 2020-01-25 @ 00:50:42",18936,"EMS: RESPIRATORY EMERGENCY","BETHLEHEM PIKE & KNAPP RD","  MONTGOMERY"," 2020-01-25 @ 00:50:42"," 2020-01-25 "," 00:50:42","EMS"," RESPIRATORY EMERGENCY"
"9612",9612,"BRIDGE ST & SEITZ RD;  PERKIOMEN; 2020-01-25 @ 00:46:44",19426,"EMS: RESPIRATORY EMERGENCY","BRIDGE ST & SEITZ RD","  PERKIOMEN"," 2020-01-25 @ 00:46:44"," 2020-01-25 "," 00:46:44","EMS"," RESPIRATORY EMERGENCY"
"9613",9613,"HECTOR ST & CHERRY ST; CONSHOHOCKEN; 2020-01-25 @ 00:47:55",19428,"Fire: CARBON MONOXIDE DETECTOR","HECTOR ST & CHERRY ST"," CONSHOHOCKEN"," 2020-01-25 @ 00:47:55"," 2020-01-25 "," 00:47:55","Fire"," CARBON MONOXIDE DETECTOR"
"9614",9614,"MAIN ST & HIGHLAND RD;  LANSDALE; 2020-01-25 @ 00:54:28",19446,"EMS: CARDIAC EMERGENCY","MAIN ST & HIGHLAND RD","  LANSDALE"," 2020-01-25 @ 00:54:28"," 2020-01-25 "," 00:54:28","EMS"," CARDIAC EMERGENCY"
"9615",9615,"8TH AVE & SCHOOL ST;  COLLEGEVILLE; 2020-01-25 @ 01:00:39",19426,"EMS: ABDOMINAL PAINS","8TH AVE & SCHOOL ST","  COLLEGEVILLE"," 2020-01-25 @ 01:00:39"," 2020-01-25 "," 01:00:39","EMS"," ABDOMINAL PAINS"
"9616",9616,"MAIN ST & GREENWOOD RD;  LANSDALE; 2020-01-25 @ 00:58:42",19446,"EMS: ABDOMINAL PAINS","MAIN ST & GREENWOOD RD","  LANSDALE"," 2020-01-25 @ 00:58:42"," 2020-01-25 "," 00:58:42","EMS"," ABDOMINAL PAINS"
"9617",9617,"SHANNONDELL DR & SHANNONDELL BLVD;  LOWER PROVIDENCE; 2020-01-25 @ 01:04:31",19403,"EMS: MEDICAL ALERT ALARM","SHANNONDELL DR & SHANNONDELL BLVD","  LOWER PROVIDENCE"," 2020-01-25 @ 01:04:31"," 2020-01-25 "," 01:04:31","EMS"," MEDICAL ALERT ALARM"
"9618",9618,"LILAC CT & PRIMROSE DR; UPPER GWYNEDD; 2020-01-25 @ 01:21:57",19446,"Fire: CARBON MONOXIDE DETECTOR","LILAC CT & PRIMROSE DR"," UPPER GWYNEDD"," 2020-01-25 @ 01:21:57"," 2020-01-25 "," 01:21:57","Fire"," CARBON MONOXIDE DETECTOR"
"9619",9619,"VALLEY VIEW RD & BROWER RD;  UPPER PROVIDENCE; 2020-01-25 @ 01:27:15",19460,"EMS: LACERATIONS","VALLEY VIEW RD & BROWER RD","  UPPER PROVIDENCE"," 2020-01-25 @ 01:27:15"," 2020-01-25 "," 01:27:15","EMS"," LACERATIONS"
"9620",9620,"N LEWIS RD;  LIMERICK; 2020-01-25 @ 01:26:17",19468,"EMS: HEAD INJURY","N LEWIS RD","  LIMERICK"," 2020-01-25 @ 01:26:17"," 2020-01-25 "," 01:26:17","EMS"," HEAD INJURY"
"9621",9621,"RIDGE PIKE & OAKWYN RD;  WHITEMARSH; 2020-01-25 @ 01:28:29",19444,"EMS: HEAD INJURY","RIDGE PIKE & OAKWYN RD","  WHITEMARSH"," 2020-01-25 @ 01:28:29"," 2020-01-25 "," 01:28:29","EMS"," HEAD INJURY"
"9622",9622,"BRIDGE RD & SERENDIPITY WAY;  SKIPPACK; 2020-01-25 @ 01:43:48",19473,"EMS: EMS SPECIAL SERVICE","BRIDGE RD & SERENDIPITY WAY","  SKIPPACK"," 2020-01-25 @ 01:43:48"," 2020-01-25 "," 01:43:48","EMS"," EMS SPECIAL SERVICE"
"9623",9623,"LEWIS RD AND KNIGHT DR;  LIMERICK; 2020-01-25 @ 01:42:08",19468,"EMS: UNCONSCIOUS SUBJECT","LEWIS RD & KNIGHT DR","  LIMERICK"," 2020-01-25 @ 01:42:08"," 2020-01-25 "," 01:42:08","EMS"," UNCONSCIOUS SUBJECT"
"9624",9624,"PAXSON AVE & EDGELY AVE; CHELTENHAM; 2020-01-25 @ 01:49:00",19038,"Fire: CARBON MONOXIDE DETECTOR","PAXSON AVE & EDGELY AVE"," CHELTENHAM"," 2020-01-25 @ 01:49:00"," 2020-01-25 "," 01:49:00","Fire"," CARBON MONOXIDE DETECTOR"
"9625",9625,"WALNUT ST & UNNAMED ALY; LANSDALE; 2020-01-25 @ 01:48:17",NA,"Fire: GASODOR/LEAK","WALNUT ST & UNNAMED ALY"," LANSDALE"," 2020-01-25 @ 01:48:17"," 2020-01-25 "," 01:48:17","Fire"," GASODOR/LEAK"
"9626",9626,"BERYL RD & WHARTON LN; CHELTENHAM; 2020-01-25 @ 01:49:54",19012,"Traffic: VEHICLE ACCIDENT","BERYL RD & WHARTON LN"," CHELTENHAM"," 2020-01-25 @ 01:49:54"," 2020-01-25 "," 01:49:54","Traffic"," VEHICLE ACCIDENT"
"9627",9627,"11TH AVE & JONES ST;  CONSHOHOCKEN; 2020-01-25 @ 02:00:59",19428,"EMS: SUBJECT IN PAIN","11TH AVE & JONES ST","  CONSHOHOCKEN"," 2020-01-25 @ 02:00:59"," 2020-01-25 "," 02:00:59","EMS"," SUBJECT IN PAIN"
"9628",9628,"CHURCH ST AND N 9TH AVE;  ROYERSFORD; 2020-01-25 @ 02:01:33",19468,"EMS: FALL VICTIM","CHURCH ST & N 9TH AVE","  ROYERSFORD"," 2020-01-25 @ 02:01:33"," 2020-01-25 "," 02:01:33","EMS"," FALL VICTIM"
"9629",9629,"LANSDALE AVE & E 7TH ST;  LANSDALE; 2020-01-25 @ 02:17:44",19446,"EMS: UNKNOWN MEDICAL EMERGENCY","LANSDALE AVE & E 7TH ST","  LANSDALE"," 2020-01-25 @ 02:17:44"," 2020-01-25 "," 02:17:44","EMS"," UNKNOWN MEDICAL EMERGENCY"
"9630",9630,"SANDRA AVE & JILL RD;  UPPER DUBLIN; 2020-01-25 @ 02:26:17",19090,"EMS: OVERDOSE","SANDRA AVE & JILL RD","  UPPER DUBLIN"," 2020-01-25 @ 02:26:17"," 2020-01-25 "," 02:26:17","EMS"," OVERDOSE"
"9631",9631,"BERYL RD & WHARTON LN; CHELTENHAM; 2020-01-25 @ 02:38:33",19012,"Traffic: VEHICLE ACCIDENT","BERYL RD & WHARTON LN"," CHELTENHAM"," 2020-01-25 @ 02:38:33"," 2020-01-25 "," 02:38:33","Traffic"," VEHICLE ACCIDENT"
"9632",9632,"KING ST & PENN ST;  POTTSTOWN; 2020-01-25 @ 03:01:24",19464,"EMS: SEIZURES","KING ST & PENN ST","  POTTSTOWN"," 2020-01-25 @ 03:01:24"," 2020-01-25 "," 03:01:24","EMS"," SEIZURES"
"9633",9633,"SHANNONDELL DR & SHANNONDELL BLVD;  LOWER PROVIDENCE; 2020-01-25 @ 03:12:03",19403,"EMS: MEDICAL ALERT ALARM","SHANNONDELL DR & SHANNONDELL BLVD","  LOWER PROVIDENCE"," 2020-01-25 @ 03:12:03"," 2020-01-25 "," 03:12:03","EMS"," MEDICAL ALERT ALARM"
"9634",9634,"SHANNONDELL DR & SHANNONDELL BLVD;  LOWER PROVIDENCE; 2020-01-25 @ 03:15:25",19403,"EMS: MEDICAL ALERT ALARM","SHANNONDELL DR & SHANNONDELL BLVD","  LOWER PROVIDENCE"," 2020-01-25 @ 03:15:25"," 2020-01-25 "," 03:15:25","EMS"," MEDICAL ALERT ALARM"
"9635",9635,"HAWS LN & FRASER RD;  SPRINGFIELD; 2020-01-25 @ 03:22:19",19038,"EMS: HEAD INJURY","HAWS LN & FRASER RD","  SPRINGFIELD"," 2020-01-25 @ 03:22:19"," 2020-01-25 "," 03:22:19","EMS"," HEAD INJURY"
"9636",9636,"SWEDE RD & DEKALB PIKE;  WHITPAIN; 2020-01-25 @ 03:39:15",19422,"EMS: CARDIAC EMERGENCY","SWEDE RD & DEKALB PIKE","  WHITPAIN"," 2020-01-25 @ 03:39:15"," 2020-01-25 "," 03:39:15","EMS"," CARDIAC EMERGENCY"
"9637",9637,"MAIN ST & CHURCH ST;  PENNSBURG; 2020-01-25 @ 03:45:18",18041,"EMS: GENERAL WEAKNESS","MAIN ST & CHURCH ST","  PENNSBURG"," 2020-01-25 @ 03:45:18"," 2020-01-25 "," 03:45:18","EMS"," GENERAL WEAKNESS"
"9638",9638,"HIGH ST & S FRANKLIN ST;  POTTSTOWN; 2020-01-25 @ 03:50:06",19464,"EMS: RESPIRATORY EMERGENCY","HIGH ST & S FRANKLIN ST","  POTTSTOWN"," 2020-01-25 @ 03:50:06"," 2020-01-25 "," 03:50:06","EMS"," RESPIRATORY EMERGENCY"
"9639",9639,"PULLMAN DR & STATION DR;  UPPER GWYNEDD; 2020-01-25 @ 04:07:52",19454,"EMS: FALL VICTIM","PULLMAN DR & STATION DR","  UPPER GWYNEDD"," 2020-01-25 @ 04:07:52"," 2020-01-25 "," 04:07:52","EMS"," FALL VICTIM"
"9640",9640,"BARREN HILL RD & RIVER RD; WHITEMARSH; 2020-01-25 @ 04:23:37",19428,"Traffic: VEHICLE ACCIDENT","BARREN HILL RD & RIVER RD"," WHITEMARSH"," 2020-01-25 @ 04:23:37"," 2020-01-25 "," 04:23:37","Traffic"," VEHICLE ACCIDENT"
"9641",9641,"BARREN HILL RD;  WHITEMARSH; 2020-01-25 @ 04:30:04",19428,"EMS: VEHICLE ACCIDENT","BARREN HILL RD","  WHITEMARSH"," 2020-01-25 @ 04:30:04"," 2020-01-25 "," 04:30:04","EMS"," VEHICLE ACCIDENT"
"9642",9642,"BRANDON RD & S SCHUYLKILL AVE;  WEST NORRITON; 2020-01-25 @ 04:45:33",19403,"EMS: HEMORRHAGING","BRANDON RD & S SCHUYLKILL AVE","  WEST NORRITON"," 2020-01-25 @ 04:45:33"," 2020-01-25 "," 04:45:33","EMS"," HEMORRHAGING"
"9643",9643,"STONEGLEN ST & THORNHILL DR;  UPPER PROVIDENCE; 2020-01-25 @ 05:22:40",19426,"EMS: SEIZURES","STONEGLEN ST & THORNHILL DR","  UPPER PROVIDENCE"," 2020-01-25 @ 05:22:40"," 2020-01-25 "," 05:22:40","EMS"," SEIZURES"
"9644",9644,"AIRY ST & MAPLE ALY;  NORRISTOWN; 2020-01-25 @ 05:29:17",19401,"EMS: SUBJECT IN PAIN","AIRY ST & MAPLE ALY","  NORRISTOWN"," 2020-01-25 @ 05:29:17"," 2020-01-25 "," 05:29:17","EMS"," SUBJECT IN PAIN"
"9645",9645,"MILL RD & BETHLEHEM PIKE;  SPRINGFIELD; 2020-01-25 @ 05:51:43",19031,"EMS: BACK PAINS/INJURY","MILL RD & BETHLEHEM PIKE","  SPRINGFIELD"," 2020-01-25 @ 05:51:43"," 2020-01-25 "," 05:51:43","EMS"," BACK PAINS/INJURY"
"9646",9646,"RAMP RT309 SB TO I276  & RT309 EXPY SB; UPPER DUBLIN; 2020-01-25 @ 05:55:49",NA,"Traffic: ROAD OBSTRUCTION","RAMP RT309 SB TO I276  & RT309 EXPY SB"," UPPER DUBLIN"," 2020-01-25 @ 05:55:49"," 2020-01-25 "," 05:55:49","Traffic"," ROAD OBSTRUCTION"
"9647",9647,"RAMP RT309 SB TO I276  & RT309 EXPY SB; UPPER DUBLIN; 2020-01-25 @ 05:55:37",NA,"Traffic: ROAD OBSTRUCTION","RAMP RT309 SB TO I276  & RT309 EXPY SB"," UPPER DUBLIN"," 2020-01-25 @ 05:55:37"," 2020-01-25 "," 05:55:37","Traffic"," ROAD OBSTRUCTION"
"9648",9648,"OLD ARCH RD & BIRCHWOOD DR;  EAST NORRITON; 2020-01-25 @ 06:16:44",19401,"EMS: ALTERED MENTAL STATUS","OLD ARCH RD & BIRCHWOOD DR","  EAST NORRITON"," 2020-01-25 @ 06:16:44"," 2020-01-25 "," 06:16:44","EMS"," ALTERED MENTAL STATUS"
"9649",9649,"2ND ST & RIDGE ST;  LANSDALE; 2020-01-25 @ 06:23:40",19446,"EMS: CARDIAC EMERGENCY","2ND ST & RIDGE ST","  LANSDALE"," 2020-01-25 @ 06:23:40"," 2020-01-25 "," 06:23:40","EMS"," CARDIAC EMERGENCY"
"9650",9650,"SUSQUEHANNA RD;  UPPER DUBLIN; 2020-01-25 @ 06:33:19",19025,"EMS: UNCONSCIOUS SUBJECT","SUSQUEHANNA RD","  UPPER DUBLIN"," 2020-01-25 @ 06:33:19"," 2020-01-25 "," 06:33:19","EMS"," UNCONSCIOUS SUBJECT"
"9651",9651,"E MATSONFORD RD & OLD GULPH RD; UPPER MERION; 2020-01-25 @ 06:32:35",19428,"Traffic: ROAD OBSTRUCTION","E MATSONFORD RD & OLD GULPH RD"," UPPER MERION"," 2020-01-25 @ 06:32:35"," 2020-01-25 "," 06:32:35","Traffic"," ROAD OBSTRUCTION"
"9652",9652,"E MATSONFORD RD & OLD GULPH RD; UPPER MERION; 2020-01-25 @ 06:37:04",19428,"Traffic: ROAD OBSTRUCTION","E MATSONFORD RD & OLD GULPH RD"," UPPER MERION"," 2020-01-25 @ 06:37:04"," 2020-01-25 "," 06:37:04","Traffic"," ROAD OBSTRUCTION"
"9653",9653,"HARTRANFT AVE & ELLIGER AVE; UPPER DUBLIN; 2020-01-25 @ 06:45:10",19002,"Fire: CARBON MONOXIDE DETECTOR","HARTRANFT AVE & ELLIGER AVE"," UPPER DUBLIN"," 2020-01-25 @ 06:45:10"," 2020-01-25 "," 06:45:10","Fire"," CARBON MONOXIDE DETECTOR"
"9654",9654,"HOUSTON AVE & DUMONT AVE;  ABINGTON; 2020-01-25 @ 06:52:10",19038,"EMS: UNKNOWN MEDICAL EMERGENCY","HOUSTON AVE & DUMONT AVE","  ABINGTON"," 2020-01-25 @ 06:52:10"," 2020-01-25 "," 06:52:10","EMS"," UNKNOWN MEDICAL EMERGENCY"
