"","desc","zip","title","address","towns","dt"
"11003","BETHLEHEM PIKE & SKIPPACK PIKE; WHITEMARSH; 2020-01-28 @ 17:09:13",19034,"Traffic: VEHICLE ACCIDENT","BETHLEHEM PIKE & SKIPPACK PIKE"," WHITEMARSH"," 2020-01-28 @ 17:09:13"
"11004","LEIDY RD & COWPATH RD; FRANCONIA; 2020-01-28 @ 17:12:57",18964,"Traffic: VEHICLE ACCIDENT","LEIDY RD & COWPATH RD"," FRANCONIA"," 2020-01-28 @ 17:12:57"
"11005","SWEDE RD & W GERMANTOWN PIKE; EAST NORRITON; 2020-01-28 @ 17:20:14",19401,"Traffic: VEHICLE ACCIDENT","SWEDE RD & W GERMANTOWN PIKE"," EAST NORRITON"," 2020-01-28 @ 17:20:14"
"11006","VIRGINIA DR & OFFICE CENTER DR; UPPER DUBLIN; 2020-01-28 @ 17:25:05",19034,"Traffic: VEHICLE ACCIDENT","VIRGINIA DR & OFFICE CENTER DR"," UPPER DUBLIN"," 2020-01-28 @ 17:25:05"
"11007","EVERGREEN AVE & STENTON AVE;  SPRINGFIELD; 2020-01-28 @ 17:26:28",19038,"EMS: UNCONSCIOUS SUBJECT","EVERGREEN AVE & STENTON AVE","  SPRINGFIELD"," 2020-01-28 @ 17:26:28"
"11008","NARCISSA RD & BUTLER PIKE; PLYMOUTH; 2020-01-28 @ 17:29:10",19462,"Traffic: DISABLED VEHICLE","NARCISSA RD & BUTLER PIKE"," PLYMOUTH"," 2020-01-28 @ 17:29:10"
"11009","OLD LANCASTER RD & UPLAND TER;  LOWER MERION; 2020-01-28 @ 17:32:13",19066,"EMS: UNCONSCIOUS SUBJECT","OLD LANCASTER RD & UPLAND TER","  LOWER MERION"," 2020-01-28 @ 17:32:13"
"11010","S YORK RD & MILL RD; UPPER MORELAND; 2020-01-28 @ 17:39:17",19040,"Traffic: VEHICLE ACCIDENT","S YORK RD & MILL RD"," UPPER MORELAND"," 2020-01-28 @ 17:39:17"
"11011","WOODLAND AVE & HIGHLAND AVE;  HORSHAM; 2020-01-28 @ 17:42:18",19001,"EMS: DIABETIC EMERGENCY","WOODLAND AVE & HIGHLAND AVE","  HORSHAM"," 2020-01-28 @ 17:42:18"
"11012","SHOEMAKER RD & CONNECTING ROAD;  POTTSTOWN; 2020-01-28 @ 17:41:38",18074,"EMS: SYNCOPAL EPISODE","SHOEMAKER RD & CONNECTING ROAD","  POTTSTOWN"," 2020-01-28 @ 17:41:38"
"11013","MEADOWVIEW DR & WHITESPIRE CIR;  UPPER POTTSGROVE; 2020-01-28 @ 17:51:34",19464,"EMS: UNKNOWN MEDICAL EMERGENCY","MEADOWVIEW DR & WHITESPIRE CIR","  UPPER POTTSGROVE"," 2020-01-28 @ 17:51:34"
"11014","FRANKLIN AVE & W MONTGOMERY AVE; LOWER MERION; 2020-01-28 @ 17:53:55",19010,"Traffic: VEHICLE ACCIDENT","FRANKLIN AVE & W MONTGOMERY AVE"," LOWER MERION"," 2020-01-28 @ 17:53:55"
"11015","VALLEY GREEN RD & CRICKET RD; WHITEMARSH; 2020-01-28 @ 17:54:21",19031,"Traffic: VEHICLE ACCIDENT","VALLEY GREEN RD & CRICKET RD"," WHITEMARSH"," 2020-01-28 @ 17:54:21"
"11016","LANDOVER RD & DEER RD; DELAWARE COUNTY; 2020-01-28 @ 18:00:51",19010,"Fire: FIRE ALARM","LANDOVER RD & DEER RD"," DELAWARE COUNTY"," 2020-01-28 @ 18:00:51"
"11017","RIDGE PIKE & JOSHUA RD; WHITEMARSH; 2020-01-28 @ 17:56:25",19444,"Traffic: DISABLED VEHICLE","RIDGE PIKE & JOSHUA RD"," WHITEMARSH"," 2020-01-28 @ 17:56:25"
"11018","ARMAND HAMMER BLVD & MEDICAL DR; LOWER POTTSGROVE; 2020-01-28 @ 17:59:03",19464,"Traffic: VEHICLE ACCIDENT","ARMAND HAMMER BLVD & MEDICAL DR"," LOWER POTTSGROVE"," 2020-01-28 @ 17:59:03"
"11019","GOSHEN RD & BERGER RD;  LOWER FREDERICK; 2020-01-28 @ 18:03:35",19473,"EMS: RESPIRATORY EMERGENCY","GOSHEN RD & BERGER RD","  LOWER FREDERICK"," 2020-01-28 @ 18:03:35"
"11020","HUNTINGDON PIKE & CHURCH RD; ROCKLEDGE; 2020-01-28 @ 18:02:13",19046,"Traffic: DISABLED VEHICLE","HUNTINGDON PIKE & CHURCH RD"," ROCKLEDGE"," 2020-01-28 @ 18:02:13"
"11021","BEECH ST & N HANOVER ST; POTTSTOWN; 2020-01-28 @ 18:04:34",19464,"Traffic: VEHICLE ACCIDENT","BEECH ST & N HANOVER ST"," POTTSTOWN"," 2020-01-28 @ 18:04:34"
"11022","PENNSYLVANIA TPKE & RAMP RT611 TO I276 EB; UPPER MORELAND; 2020-01-28 @ 18:08:01",NA,"Traffic: ROAD OBSTRUCTION","PENNSYLVANIA TPKE & RAMP RT611 TO I276 EB"," UPPER MORELAND"," 2020-01-28 @ 18:08:01"
"11023","DRESHER RD & GIBRALTAR RD; HORSHAM; 2020-01-28 @ 18:11:05",19044,"Traffic: ROAD OBSTRUCTION","DRESHER RD & GIBRALTAR RD"," HORSHAM"," 2020-01-28 @ 18:11:05"
"11024","MOKYCHIC RD & PRISON RD;  SKIPPACK; 2020-01-28 @ 18:13:00",19403,"EMS: CARDIAC EMERGENCY","MOKYCHIC RD & PRISON RD","  SKIPPACK"," 2020-01-28 @ 18:13:00"
"11025","MAIN ST & KNOX ST; NORRISTOWN; 2020-01-28 @ 18:11:53",19401,"Fire: FIRE ALARM","MAIN ST & KNOX ST"," NORRISTOWN"," 2020-01-28 @ 18:11:53"
"11026","NORTH WALES RD & MORRIS RD; WORCESTER; 2020-01-28 @ 18:15:33",19446,"Traffic: VEHICLE ACCIDENT","NORTH WALES RD & MORRIS RD"," WORCESTER"," 2020-01-28 @ 18:15:33"
"11027","VIRGINIA DR & CAMP HILL RD;  UPPER DUBLIN; 2020-01-28 @ 18:17:39",19034,"EMS: VEHICLE ACCIDENT","VIRGINIA DR & CAMP HILL RD","  UPPER DUBLIN"," 2020-01-28 @ 18:17:39"
"11028","SHOEMAKER RD & ROBINSON ST; POTTSTOWN; 2020-01-28 @ 18:20:21",19464,"Traffic: VEHICLE ACCIDENT","SHOEMAKER RD & ROBINSON ST"," POTTSTOWN"," 2020-01-28 @ 18:20:21"
"11029","VIRGINIA DR & CAMP HILL RD; UPPER DUBLIN; 2020-01-28 @ 18:16:38",19034,"Traffic: VEHICLE ACCIDENT","VIRGINIA DR & CAMP HILL RD"," UPPER DUBLIN"," 2020-01-28 @ 18:16:38"
"11030","BELMONT AVE & JEFFERSON ST; LOWER MERION; 2020-01-28 @ 18:21:15",19004,"Traffic: VEHICLE ACCIDENT","BELMONT AVE & JEFFERSON ST"," LOWER MERION"," 2020-01-28 @ 18:21:15"
"11031","HAZELHURST AVE & FORREST RD;  LOWER MERION; 2020-01-28 @ 18:35:30",19066,"EMS: FALL VICTIM","HAZELHURST AVE & FORREST RD","  LOWER MERION"," 2020-01-28 @ 18:35:30"
"11032","STENTON AVE & NEWTON ST;  SPRINGFIELD; 2020-01-28 @ 18:34:20",19038,"EMS: SEIZURES","STENTON AVE & NEWTON ST","  SPRINGFIELD"," 2020-01-28 @ 18:34:20"
"11033","LORI LN & DEAD END;  UPPER MERION; 2020-01-28 @ 18:33:34",NA,"EMS: RESPIRATORY EMERGENCY","LORI LN & DEAD END","  UPPER MERION"," 2020-01-28 @ 18:33:34"
"11034","LORI LN & DEAD END; UPPER MERION; 2020-01-28 @ 18:37:14",NA,"Fire: FIRE SPECIAL SERVICE","LORI LN & DEAD END"," UPPER MERION"," 2020-01-28 @ 18:37:14"
"11035","BEECH ST; POTTSTOWN; 2020-01-28 @ 18:39:17",19464,"Fire: VEHICLE ACCIDENT","BEECH ST"," POTTSTOWN"," 2020-01-28 @ 18:39:17"
"11036","BROWN AVE & MANKIN AVE;  ABINGTON; 2020-01-28 @ 18:41:07",19006,"EMS: RESPIRATORY EMERGENCY","BROWN AVE & MANKIN AVE","  ABINGTON"," 2020-01-28 @ 18:41:07"
"11037","WASHINGTON ST & DEAD END;  CONSHOHOCKEN; 2020-01-28 @ 18:54:14",19428,"EMS: CARDIAC ARREST","WASHINGTON ST & DEAD END","  CONSHOHOCKEN"," 2020-01-28 @ 18:54:14"
"11038","NORRIS ST & W AIRY ST;  NORRISTOWN; 2020-01-28 @ 18:51:23",19401,"EMS: CHOKING","NORRIS ST & W AIRY ST","  NORRISTOWN"," 2020-01-28 @ 18:51:23"
"11039","VALLEY FORGE RD & GENERAL STEUBEN RD;  UPPER MERION; 2020-01-28 @ 18:53:13",19406,"EMS: RESPIRATORY EMERGENCY","VALLEY FORGE RD & GENERAL STEUBEN RD","  UPPER MERION"," 2020-01-28 @ 18:53:13"
"11040","WASHINGTON ST & DEAD END; CONSHOHOCKEN; 2020-01-28 @ 18:54:07",19428,"Fire: CARDIAC ARREST","WASHINGTON ST & DEAD END"," CONSHOHOCKEN"," 2020-01-28 @ 18:54:07"
"11041","OAK ST & SPRUCE ST;  POTTSTOWN; 2020-01-28 @ 19:00:18",19464,"EMS: DEHYDRATION","OAK ST & SPRUCE ST","  POTTSTOWN"," 2020-01-28 @ 19:00:18"
"11042","PRESIDENTIAL BLVD & GLEN RD;  LOWER MERION; 2020-01-28 @ 18:59:39",NA,"EMS: FALL VICTIM","PRESIDENTIAL BLVD & GLEN RD","  LOWER MERION"," 2020-01-28 @ 18:59:39"
"11043","BARBERRY DR & PHEASANT LN;  WHITEMARSH; 2020-01-28 @ 19:02:00",19444,"EMS: ALTERED MENTAL STATUS","BARBERRY DR & PHEASANT LN","  WHITEMARSH"," 2020-01-28 @ 19:02:00"
"11044","SENTRY CT & JEFFERSON CROSSING BLVD;  EAST NORRITON; 2020-01-28 @ 19:03:53",19401,"EMS: HEMORRHAGING","SENTRY CT & JEFFERSON CROSSING BLVD","  EAST NORRITON"," 2020-01-28 @ 19:03:53"
"11045","RIDGE PIKE & NORTHWESTERN AVE;  SPRINGFIELD; 2020-01-28 @ 19:08:09",19128,"EMS: CARDIAC EMERGENCY","RIDGE PIKE & NORTHWESTERN AVE","  SPRINGFIELD"," 2020-01-28 @ 19:08:09"
"11046","RT100 NB & GROSSER RD; DOUGLASS; 2020-01-28 @ 19:10:44",19525,"Traffic: DISABLED VEHICLE","RT100 NB & GROSSER RD"," DOUGLASS"," 2020-01-28 @ 19:10:44"
"11047","CRESCENT CIR & MAPLEWOOD DR;  FRANCONIA; 2020-01-28 @ 19:13:14",19438,"EMS: MEDICAL ALERT ALARM","CRESCENT CIR & MAPLEWOOD DR","  FRANCONIA"," 2020-01-28 @ 19:13:14"
"11048","DEKALB ST AND E MAIN ST; NORRISTOWN; 2020-01-28 @ 19:12:15",19401,"Traffic: VEHICLE ACCIDENT","DEKALB ST & E MAIN ST"," NORRISTOWN"," 2020-01-28 @ 19:12:15"
"11049","SHOPPERS LN AND OGONTZ AVE; CHELTENHAM; 2020-01-28 @ 19:19:34",19095,"Traffic: VEHICLE ACCIDENT","SHOPPERS LN & OGONTZ AVE"," CHELTENHAM"," 2020-01-28 @ 19:19:34"
"11050","JANEWAY DR & NORTH HILLS DR;  NORRISTOWN; 2020-01-28 @ 19:22:23",19401,"EMS: FEVER","JANEWAY DR & NORTH HILLS DR","  NORRISTOWN"," 2020-01-28 @ 19:22:23"
"11051","S TOWNSHIP LINE RD & RAMP RT422 WB TO TOWNSHIP LINE RD; LIMERICK; 2020-01-28 @ 19:23:40",NA,"Traffic: VEHICLE ACCIDENT","S TOWNSHIP LINE RD & RAMP RT422 WB TO TOWNSHIP LINE RD"," LIMERICK"," 2020-01-28 @ 19:23:40"
"11052","GERMANTOWN PIKE & HANNAH AVE;  EAST NORRITON; 2020-01-28 @ 19:28:19",19401,"EMS: CARDIAC EMERGENCY","GERMANTOWN PIKE & HANNAH AVE","  EAST NORRITON"," 2020-01-28 @ 19:28:19"
"11053","LANCASTER AVE & RITTENHOUSE PL; LOWER MERION; 2020-01-28 @ 19:31:53",19003,"Traffic: VEHICLE ACCIDENT","LANCASTER AVE & RITTENHOUSE PL"," LOWER MERION"," 2020-01-28 @ 19:31:53"
"11054","HAWS LN & CHESTNUT LN; SPRINGFIELD; 2020-01-28 @ 19:42:28",19031,"Fire: GASODOR/LEAK","HAWS LN & CHESTNUT LN"," SPRINGFIELD"," 2020-01-28 @ 19:42:28"
"11055","9TH AVE & MAIN CAMPUS DR;  COLLEGEVILLE; 2020-01-28 @ 19:53:43",19426,"EMS: FALL VICTIM","9TH AVE & MAIN CAMPUS DR","  COLLEGEVILLE"," 2020-01-28 @ 19:53:43"
"11056","TERWOOD RD & LUNDY LN;  UPPER MORELAND; 2020-01-28 @ 19:52:59",19006,"EMS: CARDIAC EMERGENCY","TERWOOD RD & LUNDY LN","  UPPER MORELAND"," 2020-01-28 @ 19:52:59"
"11057","COLLEGEVILLE RD & ARCOLA RD;  UPPER PROVIDENCE; 2020-01-28 @ 19:58:04",19426,"EMS: CARDIAC EMERGENCY","COLLEGEVILLE RD & ARCOLA RD","  UPPER PROVIDENCE"," 2020-01-28 @ 19:58:04"
"11058","8TH AVE & WELLS ST; CONSHOHOCKEN; 2020-01-28 @ 20:14:38",19428,"Fire: FIRE INVESTIGATION","8TH AVE & WELLS ST"," CONSHOHOCKEN"," 2020-01-28 @ 20:14:38"
"11059","YALE CT & HARVARD CT;  FRANCONIA; 2020-01-28 @ 20:16:07",18964,"EMS: UNCONSCIOUS SUBJECT","YALE CT & HARVARD CT","  FRANCONIA"," 2020-01-28 @ 20:16:07"
"11060","EAGLEVILLE RD & SUNDERLAND DR;  LOWER PROVIDENCE; 2020-01-28 @ 20:30:47",19403,"EMS: CARDIAC EMERGENCY","EAGLEVILLE RD & SUNDERLAND DR","  LOWER PROVIDENCE"," 2020-01-28 @ 20:30:47"
"11061","4TH ST & MILL ST;  BRIDGEPORT; 2020-01-28 @ 20:39:47",19405,"EMS: CVA/STROKE","4TH ST & MILL ST","  BRIDGEPORT"," 2020-01-28 @ 20:39:47"
"11062","GREENES WAY CIR & GREENE MEADOW DR;  LOWER PROVIDENCE; 2020-01-28 @ 20:54:49",19426,"EMS: RESPIRATORY EMERGENCY","GREENES WAY CIR & GREENE MEADOW DR","  LOWER PROVIDENCE"," 2020-01-28 @ 20:54:49"
"11063","JOHN RUSSELL CIR AND WILLIAMS WAY;  CHELTENHAM; 2020-01-28 @ 21:11:50",19027,"EMS: SEIZURES","JOHN RUSSELL CIR & WILLIAMS WAY","  CHELTENHAM"," 2020-01-28 @ 21:11:50"
"11064","BLUEROUTE  & RAMP I476 SB TO I76; PLYMOUTH; 2020-01-28 @ 21:19:31",NA,"Fire: VEHICLE FIRE","BLUEROUTE  & RAMP I476 SB TO I76"," PLYMOUTH"," 2020-01-28 @ 21:19:31"
"11065","BLUEROUTE  & RAMP I76 TO I476 NB; WEST CONSHOHOCKEN; 2020-01-28 @ 21:20:50",NA,"Traffic: VEHICLE FIRE","BLUEROUTE  & RAMP I76 TO I476 NB"," WEST CONSHOHOCKEN"," 2020-01-28 @ 21:20:50"
"11066","DRAYTON RD & ENFIELD RD;  SPRINGFIELD; 2020-01-28 @ 21:23:09",19075,"EMS: ALTERED MENTAL STATUS","DRAYTON RD & ENFIELD RD","  SPRINGFIELD"," 2020-01-28 @ 21:23:09"
"11067","BLUEROUTE  & RAMP I476 SB TO I76; WEST CONSHOHOCKEN; 2020-01-28 @ 21:19:31",NA,"Fire: VEHICLE FIRE","BLUEROUTE  & RAMP I476 SB TO I76"," WEST CONSHOHOCKEN"," 2020-01-28 @ 21:19:31"
"11068","YORK RD & EASTON RD; UPPER MORELAND; 2020-01-28 @ 21:55:59",19090,"Traffic: DISABLED VEHICLE","YORK RD & EASTON RD"," UPPER MORELAND"," 2020-01-28 @ 21:55:59"
"11069","EASTON RD & TOXONY AVE;  CHELTENHAM; 2020-01-28 @ 22:07:01",19038,"EMS: GENERAL WEAKNESS","EASTON RD & TOXONY AVE","  CHELTENHAM"," 2020-01-28 @ 22:07:01"
"11070","HARLEYSVILLE PIKE & ALLENTOWN RD; FRANCONIA; 2020-01-28 @ 22:14:02",18964,"Traffic: ROAD OBSTRUCTION","HARLEYSVILLE PIKE & ALLENTOWN RD"," FRANCONIA"," 2020-01-28 @ 22:14:02"
"11071","HAWS AVE & W OAK ST; NORRISTOWN; 2020-01-28 @ 22:11:11",19401,"Fire: GASODOR/LEAK","HAWS AVE & W OAK ST"," NORRISTOWN"," 2020-01-28 @ 22:11:11"
"11072","RT100 NB & N STATE ST; UPPER POTTSGROVE; 2020-01-28 @ 22:11:56",19464,"Traffic: DISABLED VEHICLE","RT100 NB & N STATE ST"," UPPER POTTSGROVE"," 2020-01-28 @ 22:11:56"
"11073","HILLSIDE DR & QUEEN ST;  POTTSTOWN; 2020-01-28 @ 22:23:29",19464,"EMS: OVERDOSE","HILLSIDE DR & QUEEN ST","  POTTSTOWN"," 2020-01-28 @ 22:23:29"
"11074","6TH AVE & MAPLE ST;  CONSHOHOCKEN; 2020-01-28 @ 22:32:53",19428,"EMS: RESPIRATORY EMERGENCY","6TH AVE & MAPLE ST","  CONSHOHOCKEN"," 2020-01-28 @ 22:32:53"
"11075","HARTRANFT BLVD & 1ST ST;  EAST NORRITON; 2020-01-28 @ 23:09:19",19401,"EMS: UNKNOWN MEDICAL EMERGENCY","HARTRANFT BLVD & 1ST ST","  EAST NORRITON"," 2020-01-28 @ 23:09:19"
"11076","VIRGINIA DR & CAMP HILL RD;  UPPER DUBLIN; 2020-01-28 @ 23:10:51",19034,"EMS: VEHICLE ACCIDENT","VIRGINIA DR & CAMP HILL RD","  UPPER DUBLIN"," 2020-01-28 @ 23:10:51"
"11077","OLD YORK RD & ASHBOURNE RD; CHELTENHAM; 2020-01-28 @ 23:07:46",19027,"Traffic: DISABLED VEHICLE","OLD YORK RD & ASHBOURNE RD"," CHELTENHAM"," 2020-01-28 @ 23:07:46"
"11078","VIRGINIA DR & CAMP HILL RD; UPPER DUBLIN; 2020-01-28 @ 23:11:16",19034,"Traffic: VEHICLE ACCIDENT","VIRGINIA DR & CAMP HILL RD"," UPPER DUBLIN"," 2020-01-28 @ 23:11:16"
"11079","ALLENTOWN RD & OXFORD CIR;  UPPER GWYNEDD; 2020-01-28 @ 23:11:39",19446,"EMS: CARDIAC EMERGENCY","ALLENTOWN RD & OXFORD CIR","  UPPER GWYNEDD"," 2020-01-28 @ 23:11:39"
"11080","LIMEKILN PIKE & RT309 EXPY SB;  CHELTENHAM; 2020-01-28 @ 23:19:43",NA,"EMS: SUBJECT IN PAIN","LIMEKILN PIKE & RT309 EXPY SB","  CHELTENHAM"," 2020-01-28 @ 23:19:43"
"11081","LORIMER AVE & DEAD END;  ABINGTON; 2020-01-28 @ 23:16:14",NA,"EMS: RESPIRATORY EMERGENCY","LORIMER AVE & DEAD END","  ABINGTON"," 2020-01-28 @ 23:16:14"
"11082","ALLENTOWN RD & S BROAD ST;  UPPER GWYNEDD; 2020-01-28 @ 23:24:40",19446,"EMS: HEMORRHAGING","ALLENTOWN RD & S BROAD ST","  UPPER GWYNEDD"," 2020-01-28 @ 23:24:40"
"11083","BETHLEHEM PIKE & KNAPP RD;  MONTGOMERY; 2020-01-28 @ 23:21:48",18936,"EMS: OVERDOSE","BETHLEHEM PIKE & KNAPP RD","  MONTGOMERY"," 2020-01-28 @ 23:21:48"
"11084","EASTON RD AND KNOCK N KNOLL CIR; UPPER MORELAND; 2020-01-28 @ 23:22:23",19090,"Fire: FIRE ALARM","EASTON RD & KNOCK N KNOLL CIR"," UPPER MORELAND"," 2020-01-28 @ 23:22:23"
"11085","RIDGE PIKE AND MALAN DR; WHITEMARSH; 2020-01-28 @ 23:35:20",19428,"Fire: FIRE ALARM","RIDGE PIKE & MALAN DR"," WHITEMARSH"," 2020-01-28 @ 23:35:20"
"11086","MORELAND AVE & JACKSONVILLE RD;  HATBORO; 2020-01-28 @ 23:33:26",19040,"EMS: CARDIAC EMERGENCY","MORELAND AVE & JACKSONVILLE RD","  HATBORO"," 2020-01-28 @ 23:33:26"
"11087","CHAIN ST & W BLACKBERRY ALY;  NORRISTOWN; 2020-01-28 @ 23:38:21",19401,"EMS: ASSAULT VICTIM","CHAIN ST & W BLACKBERRY ALY","  NORRISTOWN"," 2020-01-28 @ 23:38:21"
"11088","MAIN ST & CHERRY ST;  NORRISTOWN; 2020-01-28 @ 23:45:20",19401,"EMS: CARDIAC EMERGENCY","MAIN ST & CHERRY ST","  NORRISTOWN"," 2020-01-28 @ 23:45:20"
"11089","COLLEGEVILLE RD & ARCOLA RD;  UPPER PROVIDENCE; 2020-01-28 @ 23:42:10",19426,"EMS: HEAD INJURY","COLLEGEVILLE RD & ARCOLA RD","  UPPER PROVIDENCE"," 2020-01-28 @ 23:42:10"
"11090","CENTER ST & W HOWARD ST; WEST POTTSGROVE; 2020-01-28 @ 23:46:47",19464,"Fire: FIRE INVESTIGATION","CENTER ST & W HOWARD ST"," WEST POTTSGROVE"," 2020-01-28 @ 23:46:47"
"11091","HUNTINGDON PIKE & JUGHANDLE;  ABINGTON; 2020-01-28 @ 23:55:23",19006,"EMS: MEDICAL ALERT ALARM","HUNTINGDON PIKE & JUGHANDLE","  ABINGTON"," 2020-01-28 @ 23:55:23"
"11092","ORVILLA RD & LEAS WAY;  HATFIELD TOWNSHIP; 2020-01-29 @ 00:10:33",19440,"EMS: FALL VICTIM","ORVILLA RD & LEAS WAY","  HATFIELD TOWNSHIP"," 2020-01-29 @ 00:10:33"
"11093","VETERANS DR & BROWN DR;  CHESTER COUNTY; 2020-01-29 @ 00:10:25",19475,"EMS: SUBJECT IN PAIN","VETERANS DR & BROWN DR","  CHESTER COUNTY"," 2020-01-29 @ 00:10:25"
"11094","SCHUYLKILL RD & HECKEL AVE;  CHESTER COUNTY; 2020-01-29 @ 00:08:00",19475,"EMS: CARDIAC ARREST","SCHUYLKILL RD & HECKEL AVE","  CHESTER COUNTY"," 2020-01-29 @ 00:08:00"
"11095","RIDGE PIKE & BARREN HILL RD;  WHITEMARSH; 2020-01-29 @ 00:17:30",19444,"EMS: HEMORRHAGING","RIDGE PIKE & BARREN HILL RD","  WHITEMARSH"," 2020-01-29 @ 00:17:30"
"11096","WALNUT RIDGE ESTS & KEPLER RD;  LOWER POTTSGROVE; 2020-01-29 @ 00:18:27",19464,"EMS: OVERDOSE","WALNUT RIDGE ESTS & KEPLER RD","  LOWER POTTSGROVE"," 2020-01-29 @ 00:18:27"
"11097","W FRONT ST;  BRIDGEPORT; 2020-01-29 @ 00:20:21",19405,"EMS: RESPIRATORY EMERGENCY","W FRONT ST","  BRIDGEPORT"," 2020-01-29 @ 00:20:21"
"11098","W FRONT ST;  BRIDGEPORT; 2020-01-29 @ 00:20:21",19405,"EMS: RESPIRATORY EMERGENCY","W FRONT ST","  BRIDGEPORT"," 2020-01-29 @ 00:20:21"
"11099","E MAIN ST;  NORRISTOWN; 2020-01-29 @ 00:20:21",NA,"EMS: RESPIRATORY EMERGENCY","E MAIN ST","  NORRISTOWN"," 2020-01-29 @ 00:20:21"
"11100","RIDGE PIKE & BARREN HILL RD;  WHITEMARSH; 2020-01-29 @ 00:31:07",19444,"EMS: HEMORRHAGING","RIDGE PIKE & BARREN HILL RD","  WHITEMARSH"," 2020-01-29 @ 00:31:07"
"11101","SOUTH ST & CROSS ST;  POTTSTOWN; 2020-01-29 @ 00:35:52",19464,"EMS: SYNCOPAL EPISODE","SOUTH ST & CROSS ST","  POTTSTOWN"," 2020-01-29 @ 00:35:52"
"11102","LINCOLN AVE & N FRANKLIN ST;  POTTSTOWN; 2020-01-29 @ 00:34:39",19464,"EMS: ABDOMINAL PAINS","LINCOLN AVE & N FRANKLIN ST","  POTTSTOWN"," 2020-01-29 @ 00:34:39"
"11103","HESTON ST & EASTON RD;  ABINGTON; 2020-01-29 @ 00:36:34",19001,"EMS: ABDOMINAL PAINS","HESTON ST & EASTON RD","  ABINGTON"," 2020-01-29 @ 00:36:34"
"11104","SHANNONDELL DR & SHANNONDELL BLVD;  LOWER PROVIDENCE; 2020-01-29 @ 00:50:42",19403,"EMS: SYNCOPAL EPISODE","SHANNONDELL DR & SHANNONDELL BLVD","  LOWER PROVIDENCE"," 2020-01-29 @ 00:50:42"
"11105","BRIDLE PATH RD & W GERMANTOWN PIKE;  EAST NORRITON; 2020-01-29 @ 00:56:00",19403,"EMS: ALTERED MENTAL STATUS","BRIDLE PATH RD & W GERMANTOWN PIKE","  EAST NORRITON"," 2020-01-29 @ 00:56:00"
"11106","RAMP I276 TO PLYMOUTH RD & PLYMOUTH RD; PLYMOUTH; 2020-01-29 @ 01:16:22",19462,"Traffic: DISABLED VEHICLE","RAMP I276 TO PLYMOUTH RD & PLYMOUTH RD"," PLYMOUTH"," 2020-01-29 @ 01:16:22"
"11107","HILLTOP DR & TOWNE PL;  UPPER MERION; 2020-01-29 @ 01:35:31",19406,"EMS: RESPIRATORY EMERGENCY","HILLTOP DR & TOWNE PL","  UPPER MERION"," 2020-01-29 @ 01:35:31"
"11108","AMERICAN AVE & 1ST AVE;  UPPER MERION; 2020-01-29 @ 01:38:48",19406,"EMS: DIABETIC EMERGENCY","AMERICAN AVE & 1ST AVE","  UPPER MERION"," 2020-01-29 @ 01:38:48"
"11109","RATTLESNAKE HILL RD;  BERKS COUNTY; 2020-01-29 @ 01:37:30",NA,"EMS: HEMORRHAGING","RATTLESNAKE HILL RD","  BERKS COUNTY"," 2020-01-29 @ 01:37:30"
"11110","WASHINGTON ST & 2ND ST;  EAST GREENVILLE; 2020-01-29 @ 01:48:15",18041,"EMS: CVA/STROKE","WASHINGTON ST & 2ND ST","  EAST GREENVILLE"," 2020-01-29 @ 01:48:15"
"11111","FEIST AVE & MINERAL ST;  POTTSTOWN; 2020-01-29 @ 02:11:44",19464,"EMS: FEVER","FEIST AVE & MINERAL ST","  POTTSTOWN"," 2020-01-29 @ 02:11:44"
"11112","HANNAH CT & CAMERON CT; ROYERSFORD; 2020-01-29 @ 02:21:09",19468,"Fire: FIRE ALARM","HANNAH CT & CAMERON CT"," ROYERSFORD"," 2020-01-29 @ 02:21:09"
"11113","ST CHARLES PL & WOODLAND RD;  ABINGTON; 2020-01-29 @ 02:27:15",19001,"EMS: SUBJECT IN PAIN","ST CHARLES PL & WOODLAND RD","  ABINGTON"," 2020-01-29 @ 02:27:15"
"11114","AIRY ST & ARCH ST;  NORRISTOWN; 2020-01-29 @ 02:35:34",19401,"EMS: NAUSEA/VOMITING","AIRY ST & ARCH ST","  NORRISTOWN"," 2020-01-29 @ 02:35:34"
"11115","FRANKLIN ST & MAY ST;  POTTSTOWN; 2020-01-29 @ 02:37:54",19464,"EMS: CARDIAC EMERGENCY","FRANKLIN ST & MAY ST","  POTTSTOWN"," 2020-01-29 @ 02:37:54"
"11116","GRAVEL PIKE & WASHINGTON ST;  PERKIOMEN; 2020-01-29 @ 02:47:28",19426,"EMS: RESPIRATORY EMERGENCY","GRAVEL PIKE & WASHINGTON ST","  PERKIOMEN"," 2020-01-29 @ 02:47:28"
"11117","ALYSSA LN & SAINT PETERS RD;  CHESTER COUNTY; 2020-01-29 @ 03:28:54",19465,"EMS: CARDIAC EMERGENCY","ALYSSA LN & SAINT PETERS RD","  CHESTER COUNTY"," 2020-01-29 @ 03:28:54"
"11118","HIGH AVE & GOODWIN RD;  UPPER MORELAND; 2020-01-29 @ 03:36:01",19040,"EMS: RESPIRATORY EMERGENCY","HIGH AVE & GOODWIN RD","  UPPER MORELAND"," 2020-01-29 @ 03:36:01"
