desc,zip,title
"7/23/2019 9:13, RENNINGER RD & BIG RD, NEW HANOVER, Station 37",19525,Fire: FIRE ALARM
"7/23/2019 9:21, GULPH RD & TURN LANE, UPPER MERION, Station 47",NA,Fire: CARBON MONOXIDE DETECTOR
"7/23/2019 9:30, ROLLING GREEN RD & PIKES WAY, CHELTENHAM, Station 4",19012,Fire: FIRE ALARM
"7/23/2019 9:59, PROGRESS DR & KEYSTONE DR, MONTGOMERY, Station 18",18936,Fire: FIRE ALARM
"7/23/2019 10:06, NORTH LN & WILMER AVE, PLYMOUTH, Station 43",19428,Fire: GAS-ODOR/LEAK
"7/23/2019 10:20, YORK RD & WEST AVE, JENKINTOWN, Station 96",19046,Fire: FIRE ALARM
"7/23/2019 10:34, MORRIS RD & DEKALB PIKE, WHITPAIN, Station 33",19422,Fire: FIRE ALARM
"7/23/2019 10:57, MT MORO RD & SPRING MILL LN, LOWER MERION, Station 23",19085,Fire: FIRE ALARM
"7/23/2019 11:02, VALLEY FORGE RD & BOYD AVE, UPPER GWYNEDD, Station 80",19446,Fire: FIRE ALARM
"7/23/2019 11:08, EAGLEVILLE RD & SUNDERLAND DR, LOWER PROVIDENCE, Station 53",19403,Fire: FIRE ALARM
"7/23/2019 11:52, LARK LN & ORIOLE LN, LOWER MERION, Station 23",19085,Fire: FIRE ALARM
"7/23/2019 11:58, CROSSFIELD RD & JAMES ST, UPPER MERION, Station 47",19406,Fire: GAS-ODOR/LEAK
"7/23/2019 12:48, BROAD ST & LYNWOOD DR, HATFIELD TOWNSHIP, Station 12",19446,Fire: ELECTRICAL FIRE OUTSIDE
"7/23/2019 13:11, DERSTINE AVE & S RICHARDSON AVE, LANSDALE, Station 14",19446,Fire: GAS-ODOR/LEAK
"7/23/2019 13:30, MILL RD & LAURIER PL, DELAWARE COUNTY, Station 23",19010,Fire: FIRE ALARM
"7/23/2019 13:51, HANOVER ST & MERVINE ST, UPPER POTTSGROVE, Station 79",19464,Fire: FIRE ALARM
"7/23/2019 14:08, GLYNWYNNE RD & ORCHARD RD, LOWER MERION, Station 25",19041,Fire: CARBON MONOXIDE DETECTOR
"7/23/2019 14:47, WALNUT ST & GRAVEL PIKE, GREEN LANE, Station 42",18054,Fire: FIRE SPECIAL SERVICE
"7/23/2019 15:19, RIVER RD & SCHUYLKILL RIVER TRL OVERPASS, WHITEMARSH, Station 45",NA,Fire: FIRE ALARM
"7/23/2019 15:53, BLAIR MILL RD & WITMER RD, UPPER MORELAND, Station 10",19044,Fire: GAS-ODOR/LEAK
"7/23/2019 16:22, JENKINTOWN RD & ASHBOURNE RD, CHELTENHAM, Station 4",19012,Fire: FIRE SPECIAL SERVICE
"7/23/2019 16:41, CAROL PL & MOREDON RD, ABINGTON, Station 200",19046,Fire: GAS-ODOR/LEAK
"7/23/2019 16:54, GULPH RD & KIRK AVE, UPPER MERION, Station 47",19406,Fire: FIRE ALARM
"7/23/2019 17:27, RICES MILL RD & PANTHER RD, CHELTENHAM, Station 1",19095,Fire: FIRE ALARM
"7/23/2019 17:32, ARLINGTON AVE & EASTON RD, ABINGTON, Station 500",19001,Fire: FIRE ALARM
"7/23/2019 17:45, SPRING MILL AVE & RIGHTER ST, WHITEMARSH, Station 45",19428,Fire: CARDIAC ARREST
"7/23/2019 17:50, CAROLINE DR & HIGH ST, NORRISTOWN, Station 27",19401,Fire: FIRE INVESTIGATION
"7/23/2019 17:52, DEKALB PIKE & SKIPPACK PIKE, WHITPAIN, Station 33",19422,Fire: FIRE ALARM
"7/23/2019 17:51, MARTINS LN & LAFAYETTE RD, LOWER MERION, Station 24",19035,Fire: FIRE ALARM
"7/23/2019 18:19, ELM ST & KOHN ST, NORRISTOWN, Station 27",19401,Fire: DEBRIS/FLUIDS ON HIGHWAY
"7/23/2019 20:23, GULPH RD & KIRK AVE, UPPER MERION, Station 47",19406,Fire: FIRE ALARM
"7/23/2019 20:22, KING OF PRUSSIA RD & TIMBER CREEK LN, UPPER MERION, Station 47",19087,Fire: FIRE INVESTIGATION
"7/23/2019 20:55, GULPH RD & KIRK AVE, UPPER MERION, Station 47",19406,Fire: FIRE INVESTIGATION
"7/23/2019 21:06, RIDGE PIKE & N LEWIS RD, LIMERICK, Station 54",19468,Fire: ELECTRICAL FIRE OUTSIDE
"7/23/2019 21:09, LAFAYETTE ST & MCKINLEY AVE, NORRISTOWN, Station 27",19401,Fire: APPLIANCE FIRE
"7/23/2019 21:54, GARFIELD AVE & DEAD END, HATFIELD BORO, Station 17",NA,Fire: FIRE ALARM
"7/23/2019 22:11, RORER AVE & DREXEL RD, HATBORO, Station 95",19040,Fire: ELECTRICAL FIRE OUTSIDE
"7/23/2019 22:24, ANDORRA RD & ANDORRA HILL RD, SPRINGFIELD, Station 6",19444,Fire: FIRE ALARM
"7/23/2019 22:22, TOWNSHIP LINE RD & E CHURCH RD, CHELTENHAM, Station 4",19027,Fire: FIRE ALARM
"7/23/2019 23:03, STRATFORD AVE & FAIRVIEW AVE, ABINGTON, Station 500",19090,Fire: FIRE ALARM
"7/24/2019 0:18, N WASHINGTON ST, POTTSTOWN, Station 69",19464,Fire: FIRE SPECIAL SERVICE
"7/24/2019 0:18, LESHER ALY, POTTSTOWN, Station 69",19464,Fire: FIRE SPECIAL SERVICE
"7/24/2019 1:11, EAST AVE & TRIEBEL RD, ABINGTON, Station 500",19001,Fire: CARBON MONOXIDE DETECTOR
"7/24/2019 2:02, BETHLEHEM PIKE & VALLEY BROOK RD, AMBLER, Station 7",19002,Fire: GAS-ODOR/LEAK
"7/24/2019 2:24, OLD YORK RD & BERRELL AVE, ABINGTON, Station 100",19001,Fire: FIRE ALARM
"7/24/2019 2:54, LEE DR & IMS DR, PLYMOUTH, Station 43",19462,Fire: FIRE ALARM
"7/24/2019 4:24, GULPH RD & KIRK AVE, UPPER MERION, Station 47",19406,Fire: ELEVATOR EMERGENCY
"7/24/2019 4:58, SOUTHERN AVE & S SPRING GARDEN ST, AMBLER, Station 7",19002,Fire: CARBON MONOXIDE DETECTOR
"7/24/2019 5:17, HUNTINGDON PIKE & JUGHANDLE, ABINGTON, Station 200",NA,Fire: FIRE INVESTIGATION
"7/24/2019 6:07, MINNIE LN & MORRIS RD, UPPER MORELAND, Station 10",19040,Fire: GAS-ODOR/LEAK
"7/24/2019 6:15, PRINCE FREDERICK ST & LINCOLN RD, UPPER MERION, Station 47",19406,Fire: CARBON MONOXIDE DETECTOR
"7/24/2019 6:59, GROSSTOWN RD & ARCHERY LN, WEST POTTSGROVE, Station 57",19464,Fire: FIRE POLICE NEEDED
"7/24/2019 6:58, KEPLER RD, LOWER POTTSGROVE, Station 58",19464,Fire: VEHICLE ACCIDENT
"7/24/2019 7:10, GLASGOW ST & W HARMONY DR, POTTSTOWN, Station 69",19464,Fire: FIRE ALARM
"7/24/2019 7:20, PENN RD & AUBREY RD, LOWER MERION, Station 26",19096,Fire: FIRE INVESTIGATION
"7/24/2019 7:28, GREEN ST & BUDD ALY, NORRISTOWN, Station 27",19401,Fire: CARBON MONOXIDE DETECTOR
"7/24/2019 7:42, COUNTY LINE RD & MADISON AVE, HATBORO, Station 95",18974,Fire: BUILDING FIRE
"7/24/2019 8:12, CHAPS WAY & STEEPLECHASE DR, MONTGOMERY, Station 18",19454,Fire: FIRE ALARM
"7/24/2019 8:14, HILLCREST RD & CONSHOHOCKEN STATE RD, LOWER MERION, Station 22",19072,Fire: GAS-ODOR/LEAK
"7/24/2019 8:17, SHEAFF LN & WILLIAMS RD, WHITEMARSH, Station 29",19034,Fire: FIRE ALARM
"7/24/2019 8:27, VALLEY RD & RR OVERPASS, CHELTENHAM, Station 3",NA,Fire: FIRE ALARM
"7/24/2019 8:44, HATHAWAY LN, LOWER MERION, Station 25",19096,Fire: GAS-ODOR/LEAK
"7/24/2019 8:44, AUBREY RD & PENN RD, LOWER MERION, Station 25",19096,Fire: GAS-ODOR/LEAK
"7/24/2019 8:59, NORTH LN, PLYMOUTH, Station 43",19035,Fire: GAS-ODOR/LEAK
"7/24/2019 9:04, DEKALB PIKE & TOWN CENTER RD, UPPER MERION, Station 47",19406,Fire: FIRE SPECIAL SERVICE
"7/24/2019 8:59, NORTH LN & WILMER AVE, PLYMOUTH, Station 43",19428,Fire: GAS-ODOR/LEAK
"7/24/2019 9:19, WYNNEWOOD RD & MORRIS RD, LOWER MERION, Station 25",19096,Fire: GAS-ODOR/LEAK
"7/24/2019 9:48, CHELTENHAM AVE & HILLCREST RD, SPRINGFIELD, Station 82",19038,Fire: FIRE ALARM
"7/24/2019 10:21, GRAHAM LN & B D ST, CHELTENHAM, Station 2",19027,Fire: GAS-ODOR/LEAK
"7/24/2019 10:49, YORK RD & HARPER AVE, JENKINTOWN, Station 96",19046,Fire: FIRE ALARM
"7/24/2019 11:04, THORNBURY LN & ROSE LN, LOWER MERION, Station 25",19041,Fire: FIRE ALARM
"7/24/2019 11:28, SUMNEYTOWN PIKE & FRANKLIN ST, TOWAMENCIN, Station 76",19438,Fire: CARBON MONOXIDE DETECTOR
"7/24/2019 11:53, INDUSTRIAL HWY & MOSER RD, LOWER POTTSGROVE, Station 58",19464,Fire: FIRE ALARM
"7/24/2019 12:24, JENKINTOWN RD, ABINGTON, Station 400",19038,Fire: ELECTRICAL FIRE OUTSIDE
"7/24/2019 12:34, FULTON ST & OLD ELM ST, PLYMOUTH, Station 43",19428,Fire: BUILDING FIRE
"7/24/2019 12:24, TENNIS AVE & JENKINTOWN RD, ABINGTON, Station 400",19038,Fire: ELECTRICAL FIRE OUTSIDE
"7/24/2019 14:15, GRAVERS RD & TURNPIKE ACCESS GATE, PLYMOUTH, Station 43",19462,Fire: GAS-ODOR/LEAK
"7/24/2019 14:43, BREYER DR & LINDEN DR, CHELTENHAM, Station 5",19027,Fire: FIRE ALARM
"7/24/2019 14:46, RIGHTERS MILL RD & CENTENNIAL RD, LOWER MERION, Station 26",19072,Fire: FIRE ALARM
"7/24/2019 14:52, NORTH WALES RD & OLD CHURCH RD, UPPER GWYNEDD, Station 80",19454,Fire: BUILDING FIRE
"7/24/2019 15:13, RIVER RD & SCHUYLKILL RIVER TRL OVERPASS, WHITEMARSH, Station 45",NA,Fire: FIRE ALARM
"7/24/2019 15:40, RAMP I476 NB TO I276  & NE EXTENSION PENNSYLVANIA TPKE NB, PLYMOUTH, Station 44",NA,Fire: VEHICLE ACCIDENT
"7/24/2019 15:40, EXTENSION PENNSYLVANIA TPKE & TURNPIKE UNDERPASS, PLYMOUTH, Station 44",19462,Fire: VEHICLE ACCIDENT
"7/24/2019 16:07, BOYD RD & WELSH RD, LOWER MORELAND, Station 8",19006,Fire: FIRE ALARM
"7/24/2019 16:48, CITY AVE & GREENHILL RD, LOWER MERION, Station 21",19151,Fire: FIRE ALARM
"7/24/2019 17:25, RT422 BYP & S PARK RD OVERPASS, LOWER POTTSGROVE, Station 58",NA,Fire: VEHICLE ACCIDENT
"7/24/2019 17:25, RT422 BYP & S SANATOGA RD UNDERPASS, LOWER POTTSGROVE, Station 58",NA,Fire: VEHICLE ACCIDENT
"7/24/2019 17:29, HOLLY DR & REDGUM RD, HORSHAM, Station 15",19040,Fire: FIRE ALARM
"7/24/2019 17:42, GERMANTOWN PIKE & MARPLE LN, WHITEMARSH, Station 29",19462,Fire: ELECTRICAL FIRE OUTSIDE
"7/24/2019 17:48, OAK ST & N EVANS ST, POTTSTOWN, Station 69",19464,Fire: GAS-ODOR/LEAK
"7/24/2019 17:53, HIGH ST & COMMONS DR, LOWER POTTSGROVE, Station 58",19464,Fire: VEHICLE ACCIDENT
"7/24/2019 17:56, JACKSON RD, DOUGLASS, Station 67",19525,Fire: VEHICLE ACCIDENT
"7/24/2019 18:20, GARDEN GOLF BLVD & BETHLEHEM PIKE, MONTGOMERY, Station 18",19454,Fire: FIRE ALARM
"7/24/2019 18:23, BUTLER PIKE & DICKINSON LN, PLYMOUTH, Station 44",19462,Fire: GAS-ODOR/LEAK
"7/24/2019 18:44, VALLEY RD & RR OVERPASS, CHELTENHAM, Station 3",NA,Fire: FIRE ALARM
"7/24/2019 19:12, WICKFIELD RD & E WYNNEWOOD RD, LOWER MERION, Station 26",19096,Fire: FIRE ALARM
"7/24/2019 19:36, N CHARLOTTE ST, NEW HANOVER, Station 37",NA,Fire: VEHICLE ACCIDENT
"7/24/2019 19:40, WASHINGTON ST & POPLAR ST, CONSHOHOCKEN, Station 35",19428,Fire: ELEVATOR EMERGENCY
"7/24/2019 20:33, JULIAN CT & NARCISSA RD, PLYMOUTH, Station 44",19462,Fire: FIRE ALARM
"7/24/2019 20:54, MAIN ST & ARCH ST, NORRISTOWN, Station 27",19401,Fire: FIRE ALARM
"7/24/2019 21:08, PHILMONT AVE & ANNE ST, LOWER MORELAND, Station 8",19006,Fire: FIRE ALARM
"7/24/2019 21:11, N WARREN ST, POTTSTOWN, Station 69",19464,Fire: FIRE INVESTIGATION
"7/24/2019 22:41, MAIN ST & S MITCHELL AVE, LANSDALE, Station 14",19446,Fire: BUILDING FIRE
"7/24/2019 22:43, BEECH ST & THOMAS ST, POTTSTOWN, Station 69",19464,Fire: FIRE ALARM
"7/24/2019 22:45, HIGH ST & S FRANKLIN ST, POTTSTOWN, Station 69",19464,Fire: FIRE SPECIAL SERVICE
"7/24/2019 22:54, HANOVER ST & E 4TH ST, POTTSTOWN, Station 69",19464,Fire: FIRE SPECIAL SERVICE
"7/24/2019 23:35, EXETER CRST & CANTERBURY LN, LOWER MERION, Station 23",19085,Fire: FIRE ALARM
"7/25/2019 0:05, CIRCLE DR & SERVICE ST, NORRISTOWN, Station 27",19403,Fire: FIRE ALARM
"7/25/2019 1:01, CRESTLINE DR & NORTH WALES RD, WORCESTER, Station 83",19446,Fire: FIRE INVESTIGATION
"7/25/2019 1:47, SPRING AVE & ASHBOURNE RD, CHELTENHAM, Station 3",19027,Fire: FIRE ALARM
"7/25/2019 3:07, GLASGOW ST & W HARMONY DR, POTTSTOWN, Station 69",19464,Fire: FIRE ALARM
"7/25/2019 3:53, VALLEY RD & RR OVERPASS, CHELTENHAM, Station 3",NA,Fire: FIRE ALARM
"7/25/2019 4:44, SUMNEYTOWN PIKE & S BROAD ST, UPPER GWYNEDD, Station 80",19446,Fire: FIRE ALARM
"7/25/2019 5:19, TWIN SILO DR & MORRIS RD, WHITPAIN, Station 33",19422,Fire: BUILDING FIRE
"7/25/2019 6:10, BRITT RD & LOWER VALLEY RD, UPPER GWYNEDD, Station 80",19454,Fire: FIRE ALARM
"7/25/2019 6:26, MAIN ST & W 4TH ST, RED HILL, Station 71",18076,Fire: FIRE ALARM
"7/25/2019 8:08, LANCASTER AVE & ALDWYN LN, DELAWARE COUNTY, Station 23",19085,Fire: FIRE ALARM
"7/25/2019 8:17, KESWICK AVE & MT CARMEL AVE, ABINGTON, Station 300",19038,Fire: FIRE ALARM
"7/25/2019 8:23, HIGHLAND RD & WILSON ST, POTTSTOWN, Station 69",19464,Fire: FIRE ALARM
"7/25/2019 8:40, CAVERSHAM RD & NEW GULPH RD, LOWER MERION, Station 23",19010,Fire: FIRE ALARM
"7/25/2019 9:10, TROXEL RD & PICKWICK LN, TOWAMENCIN, Station 76",19446,Fire: FIRE ALARM
"7/25/2019 9:27, WILSON ST & N MT VERNON ST, POTTSTOWN, Station 69",19464,Fire: FIRE ALARM
"7/25/2019 9:32, OLD YORK RD & RUBICAM AVE, ABINGTON, Station 100",19001,Fire: GAS-ODOR/LEAK
"7/25/2019 9:43, EARL LN & WOODLAND AVE, HATBORO, Station 95",19040,Fire: CARBON MONOXIDE DETECTOR
"7/25/2019 9:58, EASTON RD & CASTLEWOOD RD, ABINGTON, Station 300",19038,Fire: FIRE ALARM
"7/25/2019 10:03, HAVERFORD AVE & SHIRLEY RD, NARBERTH, Station 26",19072,Fire: FIRE ALARM
"7/25/2019 10:20, HUNTINGDON PIKE & S JARRETT AVE, ROCKLEDGE, Station 9",19046,Fire: FIRE ALARM
"7/25/2019 10:32, BANNOCKBURN AVE & UNNAMED ALY, UPPER DUBLIN, Station 88",19002,Fire: CARBON MONOXIDE DETECTOR
"7/25/2019 10:52, MONTGOMERY AVE & SCHOOL HOUSE LN, LOWER MERION, Station 25",19003,Fire: FIRE ALARM
"7/25/2019 10:55, JARRETTOWN RD, UPPER DUBLIN, Station 88",19025,Fire: VEHICLE ACCIDENT
"7/25/2019 10:56, DEKALB PIKE & COLONIAL DR, EAST NORRITON, Station 61",19401,Fire: FIRE ALARM
"7/25/2019 10:55, JARRETTOWN RD & N LIMEKILN PIKE, UPPER DUBLIN, Station 88",19025,Fire: VEHICLE ACCIDENT
"7/25/2019 11:41, DEKALB PIKE & AVENEL BLVD, MONTGOMERY, Station 18",19454,Fire: FIRE ALARM
"7/25/2019 11:46, KING ST & PENN ST, POTTSTOWN, Station 69",19464,Fire: FIRE ALARM
"7/25/2019 12:04, GRANT WAY & CONTINENTAL DR, LOWER POTTSGROVE, Station 59",19464,Fire: FIRE ALARM
"7/25/2019 12:05, LONG MILL RD & MORWOOD RD, FRANCONIA, Station 89",18969,Fire: FIRE ALARM
"7/25/2019 12:17, CEDAR AVE & OLIVE AVE, HORSHAM, Station 15",19044,Fire: FIRE INVESTIGATION
"7/25/2019 12:57, RT422  & RAMP S TROOPER RD TO RT 422 WB, LOWER PROVIDENCE, Station 53",NA,Fire: VEHICLE ACCIDENT
"7/25/2019 13:06, CITY AVE & CARDINAL AVE, LOWER MERION, Station 28",19066,Fire: FIRE ALARM
"7/25/2019 13:21, COLLEGEVILLE RD, SKIPPACK, Station 86",NA,Fire: VEHICLE ACCIDENT
"7/25/2019 13:35, CHEMICAL RD & GALLAGHER RD, PLYMOUTH, Station 43",19462,Fire: FIRE ALARM
"7/25/2019 13:39, HORSHAM RD & PHEASANT RUN, MONTGOMERY, Station 18",18936,Fire: FIRE ALARM
"7/25/2019 13:41, COMMERCE CT & AIRPORT RD, LIMERICK, Station 54",19464,Fire: FIRE ALARM
"7/25/2019 13:46, MONTGOMERY AVE & EDGEWOOD RD, LOWER MERION, Station 25",19003,Fire: ELEVATOR EMERGENCY
"7/25/2019 13:47, HENDERSON RD & SHOEMAKER RD, UPPER MERION, Station 48",19406,Fire: FIRE ALARM
"7/25/2019 13:55, TOWAMENCIN AVE & SUMNEYTOWN PIKE, TOWAMENCIN, Station 76",19438,Fire: GAS-ODOR/LEAK
"7/25/2019 14:13, CAMPUS DR & BUTLER PIKE, WHITEMARSH, Station 29",19462,Fire: TRASH/DUMPSTER FIRE
"7/25/2019 14:48, STARLING CT & EAGLE RD, UPPER PROVIDENCE, Station 99",19460,Fire: CARDIAC ARREST
"7/25/2019 14:58, WEST AVE, JENKINTOWN, Station 96",19046,Fire: UNKNOWN TYPE FIRE
"7/25/2019 14:58, WALNUT ST & WEST AVE, JENKINTOWN, Station 96",19046,Fire: UNKNOWN TYPE FIRE
"7/25/2019 15:17, POPLAR ST & MARKLEY ST, NORRISTOWN, Station 27",19401,Fire: FIRE ALARM
"7/25/2019 15:56, COUNTY LINE RD & BRAXTON RD, DELAWARE COUNTY, Station 23",19010,Fire: TRASH/DUMPSTER FIRE
"7/25/2019 16:03, MAIN ST, LOWER SALFORD, Station 89",19438,Fire: VEHICLE ACCIDENT
"7/25/2019 16:13, SANDSTONE DR & NORTH PENN RD, HATFIELD TOWNSHIP, Station 17",19440,Fire: FIRE ALARM
"7/25/2019 16:20, AIRY ST & HIGH ALY, NORRISTOWN, Station 27",19401,Fire: FIRE ALARM
"7/25/2019 16:51, SUMNEYTOWN PIKE & S BROAD ST, UPPER GWYNEDD, Station 80",19446,Fire: FIRE ALARM
"7/25/2019 17:12, CYNWYD RD & MONTGOMERY AVE, LOWER MERION, Station 28",19004,Fire: CARBON MONOXIDE DETECTOR
"7/25/2019 17:16, OVERLOOK AVE & DIVISION AVE, UPPER MORELAND, Station 10",19090,Fire: FIRE INVESTIGATION
"7/25/2019 17:59, PARKLANE DR & RIDGE PIKE, LOWER PROVIDENCE, Station 53",19403,Fire: ELECTRICAL FIRE OUTSIDE
"7/25/2019 18:00, WILSON RD, POTTSTOWN, Station 69",19464,Fire: VEHICLE ACCIDENT
"7/25/2019 18:15, BREYER DR & LINDEN DR, CHELTENHAM, Station 5",19027,Fire: FIRE ALARM
"7/25/2019 18:33, IROQUOIS DR & LITTLE TURTLE CIR, UPPER PROVIDENCE, Station 98",19468,Fire: FIRE INVESTIGATION
"7/25/2019 19:35, CITY AVE & CONSHOHOCKEN AVE, LOWER MERION, Station 28",19131,Fire: GAS-ODOR/LEAK
"7/25/2019 20:14, RIDGE PIKE & NORTHWESTERN AVE, SPRINGFIELD, Station 6",19128,Fire: FIRE ALARM
"7/25/2019 20:41, GREENHILL RD & SUFFOLK RD, SPRINGFIELD, Station 6",19031,Fire: ELECTRICAL FIRE OUTSIDE
"7/25/2019 21:18, YORK RD & GREENWOOD AVE, JENKINTOWN, Station 96",19046,Fire: UNKNOWN TYPE FIRE
"7/25/2019 21:18, GREENWOOD AVE & YORK RD, JENKINTOWN, Station 96",19046,Fire: UNKNOWN TYPE FIRE
"7/25/2019 21:35, BELL LN & DILLON RD, UPPER DUBLIN, Station 88",19002,Fire: FIRE ALARM
"7/25/2019 21:51, MELVIN RD & CHURCH RD, TELFORD, Station 75",18969,Fire: VEHICLE ACCIDENT
"7/25/2019 22:40, FRANKLIN ST & HIGH ST, POTTSTOWN, Station 69",19464,Fire: FIRE SPECIAL SERVICE
"7/25/2019 23:42, GERMANTOWN PIKE & HANNAH AVE, EAST NORRITON, Station 61",19401,Fire: FIRE ALARM
"7/26/2019 0:11, OAK ST, POTTSTOWN, Station 69",19464,Fire: VEHICLE ACCIDENT
"7/26/2019 0:13, JAMES ST & MARKLEY ST, NORRISTOWN, Station 27",19401,Fire: UNKNOWN TYPE FIRE
"7/26/2019 0:49, SUMNEYTOWN PIKE & S BROAD ST, UPPER GWYNEDD, Station 80",19446,Fire: FIRE INVESTIGATION
"7/26/2019 0:58, BEECH RD & AIRDALE RD, LOWER MERION, Station 23",19010,Fire: FIRE ALARM
"7/26/2019 1:06, BETHLEHEM PIKE & FORT HILL DR, WHITEMARSH, Station 29",19034,Fire: BUILDING FIRE
"7/26/2019 4:43, SUMNEYTOWN PIKE & S BROAD ST, UPPER GWYNEDD, Station 80",19446,Fire: FIRE INVESTIGATION
"7/26/2019 6:40, BUCKINGHAM CIR & CLEMENS RD, LOWER SALFORD, Station 89",19438,Fire: GAS-ODOR/LEAK
"7/26/2019 7:05, TEEBOX LN & FAIRWAY RD, HORSHAM, Station 15",19002,Fire: FIRE ALARM
"7/26/2019 7:36, EASTON RD & KNOCK N KNOLL CIR, UPPER MORELAND, Station 10",19090,Fire: FIRE ALARM
"7/26/2019 7:39, GERMANTOWN PIKE & WALTON RD, PLYMOUTH, Station 44",19462,Fire: ELEVATOR EMERGENCY
"7/26/2019 8:40, SUMMIT LN & OAKHILL RD, LOWER MERION, Station 28",19004,Fire: FIRE ALARM
"7/26/2019 8:45, RICES MILL RD & PANTHER RD, CHELTENHAM, Station 1",19095,Fire: FIRE ALARM
"7/26/2019 8:42, MONTGOMERY AVE & AIRDALE RD, LOWER MERION, Station 23",19010,Fire: FIRE ALARM
"7/26/2019 8:53, W AIRY ST, NORRISTOWN, Station 27",19401,Fire: VEHICLE ACCIDENT
"7/26/2019 9:01, WELSH RD & NORTH WALES RD, MONTGOMERY, Station 18",19454,Fire: GAS-ODOR/LEAK
"7/26/2019 9:36, LEON DR & BRIGHTON DR, HATFIELD TOWNSHIP, Station 17",19440,Fire: GAS-ODOR/LEAK
"7/26/2019 10:00, BRIARWOOD RD & JENKINTOWN RD, ABINGTON, Station 300",19038,Fire: GAS-ODOR/LEAK
"7/26/2019 10:02, JEFFERSON ST & W 5TH ST, EAST GREENVILLE, Station 38",18041,Fire: FIRE ALARM
"7/26/2019 10:13, OLD HUNTINGDON PIKE & CEDAR RD, ABINGTON, Station 200",19046,Fire: FIRE ALARM
"7/26/2019 10:18, HUNTINGDON PIKE & MURRAY RD, LOWER MORELAND, Station 8",19006,Fire: VEHICLE ACCIDENT
"7/26/2019 10:16, PHILMONT AVE, LOWER MORELAND, Station 8",19006,Fire: ELECTRICAL FIRE OUTSIDE
"7/26/2019 10:24, CARSON TER & WELSH RD, LOWER MORELAND, Station 8",19006,Fire: FIRE ALARM
"7/26/2019 10:23, RALEIGH RD & MEYERS RD, PERKIOMEN, Station 66",19473,Fire: BUILDING FIRE
"7/26/2019 10:43, WALNUT GROVE DR & DRESHER RD, HORSHAM, Station 15",19044,Fire: FIRE ALARM
"7/26/2019 11:06, CHESTNUT ST, POTTSTOWN, Station 69",19464,Fire: ELECTRICAL FIRE OUTSIDE
"7/26/2019 11:09, 4TH ST & PROSPECT AVE, BRIDGEPORT, Station 32",19405,Fire: FIRE ALARM
"7/26/2019 11:26, MAIN ST & QUARRY RD, LOWER SALFORD, Station 89",19438,Fire: FIRE ALARM
"7/26/2019 11:40, SCHOOL HOUSE LN & MEETINGHOUSE RD, WHITEMARSH, Station 29",19462,Fire: FIRE INVESTIGATION
"7/26/2019 11:44, MAIN ST & W 4TH ST, RED HILL, Station 71",18076,Fire: FIRE ALARM
"7/26/2019 11:53, WINDING WAY & CUSTIS RD, CHELTENHAM, Station 1",19038,Fire: FIRE ALARM
"7/26/2019 12:11, BUCKINGHAM CIR & CLEMENS RD, LOWER SALFORD, Station 89",19438,Fire: BUILDING FIRE
"7/26/2019 12:20, MAIN ST & BURNSIDE AVE, WEST NORRITON, Station 46",19403,Fire: FIRE ALARM
"7/26/2019 12:47, MONTGOMERY AVE & THORNBROOK AVE, LOWER MERION, Station 23",19010,Fire: FIRE ALARM
"7/26/2019 13:08, CHARLOTTE ST & LOMARA DR, NEW HANOVER, Station 37",19464,Fire: VEHICLE ACCIDENT
"7/26/2019 13:07, BETHLEHEM PIKE & FORT HILL DR, WHITEMARSH, Station 29",19034,Fire: FIRE ALARM
"7/26/2019 13:19, PROVIDENCE FORGE  & VAUGHN RD, UPPER PROVIDENCE, Station 98",19468,Fire: BUILDING FIRE
"7/26/2019 13:26, MAIN ST & HIGHLAND RD, LANSDALE, Station 14",19446,Fire: FIRE ALARM
"7/26/2019 13:31, ROCK CREEK RD & MUIRFIELD RD, LOWER MERION, Station 24",19010,Fire: FIRE ALARM
"7/26/2019 13:39, ROBERTS DR & GROSSTOWN RD, WEST POTTSGROVE, Station 57",19464,Fire: FIRE ALARM
"7/26/2019 13:45, EXTENSION PENNSYLVANIA TPKE & WAMBOLD RD ACCESS GATE, SALFORD, Station 72",19438,Fire: VEHICLE ACCIDENT
"7/26/2019 14:12, MALLWYD RD & HAZELHURST AVE, LOWER MERION, Station 26",19066,Fire: FIRE ALARM
"7/26/2019 14:17, HENDERSON RD & HAMLET DR, UPPER MERION, Station 47",19406,Fire: FIRE SPECIAL SERVICE
"7/26/2019 14:36, BEACON CT & CLAREMONT DR, MONTGOMERY, Station 18",19446,Fire: CARBON MONOXIDE DETECTOR
"7/26/2019 14:49, JACKSONVILLE RD, HATBORO, Station 95",19040,Fire: VEHICLE ACCIDENT
"7/26/2019 15:05, POPLAR ST & GREEN ST, NORRISTOWN, Station 27",19401,Fire: FIRE INVESTIGATION
"7/26/2019 15:09, FORD ST & E FRONT ST, BRIDGEPORT, Station 32",19405,Fire: VEHICLE ACCIDENT
"7/26/2019 15:23, CENTER AVE & BROWER AVE, UPPER PROVIDENCE, Station 99",19460,Fire: BUILDING FIRE
"7/26/2019 15:54, BETHLEHEM PIKE & COLLEGE AVE, SPRINGFIELD, Station 6",19031,Fire: S/B AT HELICOPTER LANDING
"7/26/2019 16:11, E MORELAND AVE, HATBORO, Station 95",19040,Fire: VEHICLE ACCIDENT
